sample_index,image_path,defect_type,label,image_score,image_h,image_w,mask_positive_pixels
97,data/mvtec_ad/transistor/test/misplaced/007.png,misplaced,1,0.0300784725695848,1024,1024,512572
98,data/mvtec_ad/transistor/test/misplaced/008.png,misplaced,1,0.0294781252741813,1024,1024,517163
99,data/mvtec_ad/transistor/test/misplaced/009.png,misplaced,1,0.0250087566673755,1024,1024,414647
95,data/mvtec_ad/transistor/test/misplaced/005.png,misplaced,1,0.0223375149071216,1024,1024,450193
55,data/mvtec_ad/transistor/test/good/025.png,good,0,0.0208431836217641,1024,1024,0
89,data/mvtec_ad/transistor/test/good/059.png,good,0,0.0196134913712739,1024,1024,0
94,data/mvtec_ad/transistor/test/misplaced/004.png,misplaced,1,0.0193181484937667,1024,1024,423908
87,data/mvtec_ad/transistor/test/good/057.png,good,0,0.019150510430336,1024,1024,0
71,data/mvtec_ad/transistor/test/good/041.png,good,0,0.0186121352016925,1024,1024,0
47,data/mvtec_ad/transistor/test/good/017.png,good,0,0.0184958558529615,1024,1024,0
56,data/mvtec_ad/transistor/test/good/026.png,good,0,0.0183420404791831,1024,1024,0
1,data/mvtec_ad/transistor/test/bent_lead/001.png,bent_lead,1,0.0182401835918426,1024,1024,2346
62,data/mvtec_ad/transistor/test/good/032.png,good,0,0.0182087644934654,1024,1024,0
31,data/mvtec_ad/transistor/test/good/001.png,good,0,0.0180436223745346,1024,1024,0
7,data/mvtec_ad/transistor/test/bent_lead/007.png,bent_lead,1,0.0180256757885217,1024,1024,33409
96,data/mvtec_ad/transistor/test/misplaced/006.png,misplaced,1,0.0179283060133457,1024,1024,424486
90,data/mvtec_ad/transistor/test/misplaced/000.png,misplaced,1,0.0177177488803863,1024,1024,423034
67,data/mvtec_ad/transistor/test/good/037.png,good,0,0.0176931824535131,1024,1024,0
51,data/mvtec_ad/transistor/test/good/021.png,good,0,0.0176792442798614,1024,1024,0
48,data/mvtec_ad/transistor/test/good/018.png,good,0,0.0176690146327018,1024,1024,0
50,data/mvtec_ad/transistor/test/good/020.png,good,0,0.017654025927186,1024,1024,0
54,data/mvtec_ad/transistor/test/good/024.png,good,0,0.0175992231816053,1024,1024,0
84,data/mvtec_ad/transistor/test/good/054.png,good,0,0.0174314137548208,1024,1024,0
9,data/mvtec_ad/transistor/test/bent_lead/009.png,bent_lead,1,0.0174139384180307,1024,1024,9434
91,data/mvtec_ad/transistor/test/misplaced/001.png,misplaced,1,0.0173678770661354,1024,1024,428411
49,data/mvtec_ad/transistor/test/good/019.png,good,0,0.0173520389944314,1024,1024,0
83,data/mvtec_ad/transistor/test/good/053.png,good,0,0.0173057075589895,1024,1024,0
75,data/mvtec_ad/transistor/test/good/045.png,good,0,0.0171102248132228,1024,1024,0
63,data/mvtec_ad/transistor/test/good/033.png,good,0,0.0170747954398393,1024,1024,0
79,data/mvtec_ad/transistor/test/good/049.png,good,0,0.016940826550126,1024,1024,0
6,data/mvtec_ad/transistor/test/bent_lead/006.png,bent_lead,1,0.0168809220194816,1024,1024,37531
88,data/mvtec_ad/transistor/test/good/058.png,good,0,0.0166803989559412,1024,1024,0
52,data/mvtec_ad/transistor/test/good/022.png,good,0,0.0166280008852481,1024,1024,0
8,data/mvtec_ad/transistor/test/bent_lead/008.png,bent_lead,1,0.0166202224791049,1024,1024,38241
81,data/mvtec_ad/transistor/test/good/051.png,good,0,0.0165803898125886,1024,1024,0
74,data/mvtec_ad/transistor/test/good/044.png,good,0,0.016444057226181,1024,1024,0
70,data/mvtec_ad/transistor/test/good/040.png,good,0,0.0164080467075109,1024,1024,0
66,data/mvtec_ad/transistor/test/good/036.png,good,0,0.016403641551733,1024,1024,0
85,data/mvtec_ad/transistor/test/good/055.png,good,0,0.0163648948073387,1024,1024,0
10,data/mvtec_ad/transistor/test/cut_lead/000.png,cut_lead,1,0.0163083169609308,1024,1024,11797
72,data/mvtec_ad/transistor/test/good/042.png,good,0,0.0162705536931753,1024,1024,0
0,data/mvtec_ad/transistor/test/bent_lead/000.png,bent_lead,1,0.0161555409431457,1024,1024,4485
29,data/mvtec_ad/transistor/test/damaged_case/009.png,damaged_case,1,0.0161437392234802,1024,1024,53178
16,data/mvtec_ad/transistor/test/cut_lead/006.png,cut_lead,1,0.0161301605403423,1024,1024,16077
58,data/mvtec_ad/transistor/test/good/028.png,good,0,0.0161097571253776,1024,1024,0
4,data/mvtec_ad/transistor/test/bent_lead/004.png,bent_lead,1,0.0161045752465724,1024,1024,4031
32,data/mvtec_ad/transistor/test/good/002.png,good,0,0.0160703714936971,1024,1024,0
28,data/mvtec_ad/transistor/test/damaged_case/008.png,damaged_case,1,0.016031039878726,1024,1024,52956
53,data/mvtec_ad/transistor/test/good/023.png,good,0,0.0159802474081516,1024,1024,0
61,data/mvtec_ad/transistor/test/good/031.png,good,0,0.015953728929162,1024,1024,0
21,data/mvtec_ad/transistor/test/damaged_case/001.png,damaged_case,1,0.0159022249281406,1024,1024,56114
82,data/mvtec_ad/transistor/test/good/052.png,good,0,0.0156969632953405,1024,1024,0
78,data/mvtec_ad/transistor/test/good/048.png,good,0,0.0156937800347805,1024,1024,0
13,data/mvtec_ad/transistor/test/cut_lead/003.png,cut_lead,1,0.0156896375119686,1024,1024,14952
17,data/mvtec_ad/transistor/test/cut_lead/007.png,cut_lead,1,0.0156247541308403,1024,1024,10691
65,data/mvtec_ad/transistor/test/good/035.png,good,0,0.0156179806217551,1024,1024,0
24,data/mvtec_ad/transistor/test/damaged_case/004.png,damaged_case,1,0.0153904845938086,1024,1024,26658
46,data/mvtec_ad/transistor/test/good/016.png,good,0,0.0153443850576877,1024,1024,0
23,data/mvtec_ad/transistor/test/damaged_case/003.png,damaged_case,1,0.0153140183538198,1024,1024,15628
60,data/mvtec_ad/transistor/test/good/030.png,good,0,0.015310289338231,1024,1024,0
86,data/mvtec_ad/transistor/test/good/056.png,good,0,0.0152971278876066,1024,1024,0
27,data/mvtec_ad/transistor/test/damaged_case/007.png,damaged_case,1,0.0152188958600163,1024,1024,13540
73,data/mvtec_ad/transistor/test/good/043.png,good,0,0.0151868108659982,1024,1024,0
2,data/mvtec_ad/transistor/test/bent_lead/002.png,bent_lead,1,0.0151392444968223,1024,1024,11899
59,data/mvtec_ad/transistor/test/good/029.png,good,0,0.0151219349354505,1024,1024,0
5,data/mvtec_ad/transistor/test/bent_lead/005.png,bent_lead,1,0.0151075534522533,1024,1024,16698
36,data/mvtec_ad/transistor/test/good/006.png,good,0,0.0150593314319849,1024,1024,0
64,data/mvtec_ad/transistor/test/good/034.png,good,0,0.0149843888357281,1024,1024,0
12,data/mvtec_ad/transistor/test/cut_lead/002.png,cut_lead,1,0.0149525888264179,1024,1024,10883
80,data/mvtec_ad/transistor/test/good/050.png,good,0,0.0149400439113378,1024,1024,0
34,data/mvtec_ad/transistor/test/good/004.png,good,0,0.0149275530129671,1024,1024,0
45,data/mvtec_ad/transistor/test/good/015.png,good,0,0.0147995427250862,1024,1024,0
38,data/mvtec_ad/transistor/test/good/008.png,good,0,0.0147709622979164,1024,1024,0
