epoch,train_loss,val_loss
1,0.13187002931770525,0.14597043745657978
2,0.08696347875030418,0.14528948068618774
3,0.06941186268078653,0.11013794558889725
4,0.060663439529506785,0.09718084116192426
5,0.05454708231907142,0.08247455340974472
6,0.05224685759136551,0.0746207644834238
7,0.049715752233015865,0.06758249244269203
8,0.047006315385040486,0.05262960142949048
9,0.04377950947535665,0.04645962399594924
10,0.04193097517678612,0.042937659165438485
11,0.04045852936412159,0.04277027179213131
12,0.04069713836437777,0.03909099934732213
13,0.03882633604501423,0.04202747432624593
14,0.03831781729271538,0.04148962984190268
15,0.03721945795573686,0.03770496718147222
16,0.03710208915566143,0.036899270818513984
17,0.03577696590831405,0.03579640651450438
18,0.03544271741258471,0.03643680232412675
19,0.03564745572052504,0.036294145838302726
20,0.03436771976320367,0.035893665517077726
21,0.03431444187697611,0.038556940415326285
22,0.03385328238731936,0.034047224284971464
23,0.03251915244679702,0.034202447708915264
24,0.03288046505890394,0.035313527592841315
25,0.03314077136547942,0.03369986222070806
26,0.03255475741860114,0.032327036647235644
27,0.03163113874432288,0.034566007992800546
28,0.03178075097109142,0.03354775445426211
29,0.031047216998903376,0.032384377192048466
30,0.030698655565318308,0.03229680328684695
