sample_index,image_path,defect_type,label,image_score,patch_grid_h,patch_grid_w,image_h,image_w,mask_positive_pixels
45,data/mvtec_ad/metal_nut/test/color/020.png,color,1,0.9580313563346863,32,32,700,700,17990
57,data/mvtec_ad/metal_nut/test/flip/010.png,flip,1,0.9427981972694397,32,32,700,700,236323
110,data/mvtec_ad/metal_nut/test/scratch/018.png,scratch,1,0.9260292053222656,32,32,700,700,19395
36,data/mvtec_ad/metal_nut/test/color/011.png,color,1,0.9243714809417725,32,32,700,700,22001
63,data/mvtec_ad/metal_nut/test/flip/016.png,flip,1,0.9210929274559021,32,32,700,700,238493
66,data/mvtec_ad/metal_nut/test/flip/019.png,flip,1,0.9202049374580383,32,32,700,700,236666
50,data/mvtec_ad/metal_nut/test/flip/003.png,flip,1,0.9170107245445251,32,32,700,700,238487
2,data/mvtec_ad/metal_nut/test/bent/002.png,bent,1,0.9167701005935669,32,32,700,700,4763
24,data/mvtec_ad/metal_nut/test/bent/024.png,bent,1,0.9156076908111572,32,32,700,700,9177
53,data/mvtec_ad/metal_nut/test/flip/006.png,flip,1,0.9151232242584229,32,32,700,700,235543
100,data/mvtec_ad/metal_nut/test/scratch/008.png,scratch,1,0.9144097566604614,32,32,700,700,34572
68,data/mvtec_ad/metal_nut/test/flip/021.png,flip,1,0.9118204116821289,32,32,700,700,236046
5,data/mvtec_ad/metal_nut/test/bent/005.png,bent,1,0.9111794829368591,32,32,700,700,10851
67,data/mvtec_ad/metal_nut/test/flip/020.png,flip,1,0.9097625017166138,32,32,700,700,236216
51,data/mvtec_ad/metal_nut/test/flip/004.png,flip,1,0.9071984887123108,32,32,700,700,234904
65,data/mvtec_ad/metal_nut/test/flip/018.png,flip,1,0.9067167043685913,32,32,700,700,235196
107,data/mvtec_ad/metal_nut/test/scratch/015.png,scratch,1,0.9066784977912903,32,32,700,700,16077
3,data/mvtec_ad/metal_nut/test/bent/003.png,bent,1,0.905189573764801,32,32,700,700,9132
8,data/mvtec_ad/metal_nut/test/bent/008.png,bent,1,0.9024289846420288,32,32,700,700,9843
54,data/mvtec_ad/metal_nut/test/flip/007.png,flip,1,0.8990731835365295,32,32,700,700,237959
48,data/mvtec_ad/metal_nut/test/flip/001.png,flip,1,0.8987334370613098,32,32,700,700,238718
10,data/mvtec_ad/metal_nut/test/bent/010.png,bent,1,0.8976844549179077,32,32,700,700,14140
61,data/mvtec_ad/metal_nut/test/flip/014.png,flip,1,0.8973604440689087,32,32,700,700,234692
11,data/mvtec_ad/metal_nut/test/bent/011.png,bent,1,0.8962510228157043,32,32,700,700,7137
32,data/mvtec_ad/metal_nut/test/color/007.png,color,1,0.894917905330658,32,32,700,700,6865
0,data/mvtec_ad/metal_nut/test/bent/000.png,bent,1,0.8944582343101501,32,32,700,700,23025
52,data/mvtec_ad/metal_nut/test/flip/005.png,flip,1,0.8944434523582458,32,32,700,700,235361
94,data/mvtec_ad/metal_nut/test/scratch/002.png,scratch,1,0.8940134644508362,32,32,700,700,57360
4,data/mvtec_ad/metal_nut/test/bent/004.png,bent,1,0.8936416506767273,32,32,700,700,7685
9,data/mvtec_ad/metal_nut/test/bent/009.png,bent,1,0.8930290937423706,32,32,700,700,8317
27,data/mvtec_ad/metal_nut/test/color/002.png,color,1,0.8914521336555481,32,32,700,700,5585
109,data/mvtec_ad/metal_nut/test/scratch/017.png,scratch,1,0.8910060524940491,32,32,700,700,23344
38,data/mvtec_ad/metal_nut/test/color/013.png,color,1,0.8903812766075134,32,32,700,700,11259
20,data/mvtec_ad/metal_nut/test/bent/020.png,bent,1,0.8894343376159668,32,32,700,700,9625
60,data/mvtec_ad/metal_nut/test/flip/013.png,flip,1,0.8885109424591064,32,32,700,700,234720
62,data/mvtec_ad/metal_nut/test/flip/015.png,flip,1,0.8880361914634705,32,32,700,700,235892
69,data/mvtec_ad/metal_nut/test/flip/022.png,flip,1,0.8873481154441833,32,32,700,700,235963
16,data/mvtec_ad/metal_nut/test/bent/016.png,bent,1,0.886412501335144,32,32,700,700,8326
13,data/mvtec_ad/metal_nut/test/bent/013.png,bent,1,0.8856602311134338,32,32,700,700,12146
14,data/mvtec_ad/metal_nut/test/bent/014.png,bent,1,0.8854659795761108,32,32,700,700,5223
34,data/mvtec_ad/metal_nut/test/color/009.png,color,1,0.8851153254508972,32,32,700,700,8684
47,data/mvtec_ad/metal_nut/test/flip/000.png,flip,1,0.8836857676506042,32,32,700,700,237351
39,data/mvtec_ad/metal_nut/test/color/014.png,color,1,0.8826924562454224,32,32,700,700,5992
46,data/mvtec_ad/metal_nut/test/color/021.png,color,1,0.8819504976272583,32,32,700,700,13743
33,data/mvtec_ad/metal_nut/test/color/008.png,color,1,0.8816694617271423,32,32,700,700,22563
37,data/mvtec_ad/metal_nut/test/color/012.png,color,1,0.8797636032104492,32,32,700,700,32188
59,data/mvtec_ad/metal_nut/test/flip/012.png,flip,1,0.8796605467796326,32,32,700,700,234723
49,data/mvtec_ad/metal_nut/test/flip/002.png,flip,1,0.8758446574211121,32,32,700,700,236355
31,data/mvtec_ad/metal_nut/test/color/006.png,color,1,0.8757033944129944,32,32,700,700,3820
103,data/mvtec_ad/metal_nut/test/scratch/011.png,scratch,1,0.8752384781837463,32,32,700,700,28948
58,data/mvtec_ad/metal_nut/test/flip/011.png,flip,1,0.8750478625297546,32,32,700,700,234959
17,data/mvtec_ad/metal_nut/test/bent/017.png,bent,1,0.8741009831428528,32,32,700,700,9041
19,data/mvtec_ad/metal_nut/test/bent/019.png,bent,1,0.8733521699905396,32,32,700,700,13930
12,data/mvtec_ad/metal_nut/test/bent/012.png,bent,1,0.8711896538734436,32,32,700,700,11750
106,data/mvtec_ad/metal_nut/test/scratch/014.png,scratch,1,0.8705878257751465,32,32,700,700,18253
108,data/mvtec_ad/metal_nut/test/scratch/016.png,scratch,1,0.8673211336135864,32,32,700,700,27129
56,data/mvtec_ad/metal_nut/test/flip/009.png,flip,1,0.8665879964828491,32,32,700,700,236366
1,data/mvtec_ad/metal_nut/test/bent/001.png,bent,1,0.866180956363678,32,32,700,700,8413
64,data/mvtec_ad/metal_nut/test/flip/017.png,flip,1,0.8651626706123352,32,32,700,700,238751
6,data/mvtec_ad/metal_nut/test/bent/006.png,bent,1,0.8648735284805298,32,32,700,700,6810
