image_path,label,image_score,detector,category,predicted_label,predicted_class,true_class
data/mvtec_ad/metal_nut/test/color/020.png,1,0.9580313563346864,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/flip/010.png,1,0.9427981972694396,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/scratch/018.png,1,0.9260292053222656,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/color/011.png,1,0.9243714809417723,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/flip/016.png,1,0.921092927455902,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/flip/019.png,1,0.9202049374580384,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/flip/003.png,1,0.9170107245445251,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/bent/002.png,1,0.9167701005935668,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/bent/024.png,1,0.9156076908111572,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/flip/006.png,1,0.9151232242584229,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/scratch/008.png,1,0.9144097566604614,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/flip/021.png,1,0.9118204116821288,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/bent/005.png,1,0.9111794829368592,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/flip/020.png,1,0.9097625017166138,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/flip/004.png,1,0.9071984887123108,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/flip/018.png,1,0.9067167043685912,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/scratch/015.png,1,0.9066784977912904,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/bent/003.png,1,0.905189573764801,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/bent/008.png,1,0.9024289846420288,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/flip/007.png,1,0.8990731835365295,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/flip/001.png,1,0.8987334370613098,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/bent/010.png,1,0.8976844549179077,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/flip/014.png,1,0.8973604440689087,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/bent/011.png,1,0.8962510228157043,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/color/007.png,1,0.894917905330658,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/bent/000.png,1,0.8944582343101501,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/flip/005.png,1,0.8944434523582458,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/scratch/002.png,1,0.8940134644508362,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/bent/004.png,1,0.8936416506767273,ae,metal_nut,1,anomaly,anomaly
data/mvtec_ad/metal_nut/test/bent/009.png,1,0.8930290937423706,ae,metal_nut,1,anomaly,anomaly
