image_path,label,image_score,predicted_label,predicted_class,true_class
data/mvtec_ad/screw/test/scratch_neck/009.png,1,0.8661813735961914,1,anomaly,anomaly
data/mvtec_ad/screw/test/scratch_neck/003.png,1,0.8586584329605103,1,anomaly,anomaly
data/mvtec_ad/screw/test/scratch_neck/008.png,1,0.8516073822975159,1,anomaly,anomaly
data/mvtec_ad/screw/test/scratch_neck/016.png,1,0.8138536214828491,1,anomaly,anomaly
data/mvtec_ad/screw/test/scratch_neck/007.png,1,0.8035064935684204,1,anomaly,anomaly
data/mvtec_ad/screw/test/scratch_neck/006.png,1,0.8029420971870422,1,anomaly,anomaly
data/mvtec_ad/screw/test/scratch_neck/019.png,1,0.8003130555152893,1,anomaly,anomaly
data/mvtec_ad/screw/test/scratch_neck/013.png,1,0.7961949706077576,1,anomaly,anomaly
data/mvtec_ad/screw/test/scratch_neck/024.png,1,0.7915514707565308,1,anomaly,anomaly
data/mvtec_ad/screw/test/scratch_neck/018.png,1,0.7880671620368958,1,anomaly,anomaly
data/mvtec_ad/screw/test/scratch_neck/015.png,1,0.7880176305770874,1,anomaly,anomaly
data/mvtec_ad/screw/test/scratch_neck/004.png,1,0.7775374054908752,1,anomaly,anomaly
data/mvtec_ad/screw/test/thread_top/007.png,1,0.7767066359519958,1,anomaly,anomaly
data/mvtec_ad/screw/test/scratch_neck/011.png,1,0.7680614590644836,1,anomaly,anomaly
data/mvtec_ad/screw/test/thread_top/011.png,1,0.7575212717056274,1,anomaly,anomaly
data/mvtec_ad/screw/test/scratch_neck/020.png,1,0.7557057738304138,1,anomaly,anomaly
data/mvtec_ad/screw/test/manipulated_front/018.png,1,0.7521671056747437,1,anomaly,anomaly
data/mvtec_ad/screw/test/good/005.png,0,0.7456291317939758,1,anomaly,normal
data/mvtec_ad/screw/test/scratch_head/011.png,1,0.7424298524856567,1,anomaly,anomaly
data/mvtec_ad/screw/test/thread_side/009.png,1,0.741012454032898,1,anomaly,anomaly
data/mvtec_ad/screw/test/thread_top/020.png,1,0.7384447455406189,1,anomaly,anomaly
data/mvtec_ad/screw/test/scratch_neck/001.png,1,0.7280014157295227,1,anomaly,anomaly
data/mvtec_ad/screw/test/scratch_neck/021.png,1,0.7270749807357788,1,anomaly,anomaly
data/mvtec_ad/screw/test/thread_side/003.png,1,0.7261446118354797,1,anomaly,anomaly
data/mvtec_ad/screw/test/thread_top/005.png,1,0.7197631001472473,0,normal,anomaly
data/mvtec_ad/screw/test/scratch_head/007.png,1,0.713238000869751,0,normal,anomaly
data/mvtec_ad/screw/test/scratch_neck/022.png,1,0.711468517780304,0,normal,anomaly
data/mvtec_ad/screw/test/scratch_head/015.png,1,0.703228771686554,0,normal,anomaly
data/mvtec_ad/screw/test/scratch_head/005.png,1,0.7025792002677917,0,normal,anomaly
data/mvtec_ad/screw/test/scratch_head/012.png,1,0.7024040818214417,0,normal,anomaly
data/mvtec_ad/screw/test/manipulated_front/011.png,1,0.7011457085609436,0,normal,anomaly
data/mvtec_ad/screw/test/thread_top/019.png,1,0.700368344783783,0,normal,anomaly
data/mvtec_ad/screw/test/thread_top/008.png,1,0.6997866630554199,0,normal,anomaly
data/mvtec_ad/screw/test/scratch_head/017.png,1,0.698790431022644,0,normal,anomaly
data/mvtec_ad/screw/test/manipulated_front/015.png,1,0.6979978084564209,0,normal,anomaly
data/mvtec_ad/screw/test/scratch_head/018.png,1,0.6961304545402527,0,normal,anomaly
data/mvtec_ad/screw/test/scratch_head/019.png,1,0.6954562664031982,0,normal,anomaly
data/mvtec_ad/screw/test/thread_top/012.png,1,0.6953176259994507,0,normal,anomaly
data/mvtec_ad/screw/test/manipulated_front/013.png,1,0.6949135661125183,0,normal,anomaly
data/mvtec_ad/screw/test/thread_side/010.png,1,0.6932493448257446,0,normal,anomaly
data/mvtec_ad/screw/test/manipulated_front/016.png,1,0.6924440264701843,0,normal,anomaly
data/mvtec_ad/screw/test/scratch_head/006.png,1,0.6917033791542053,0,normal,anomaly
data/mvtec_ad/screw/test/scratch_head/001.png,1,0.69127357006073,0,normal,anomaly
data/mvtec_ad/screw/test/manipulated_front/022.png,1,0.6884015798568726,0,normal,anomaly
data/mvtec_ad/screw/test/thread_top/016.png,1,0.6877377033233643,0,normal,anomaly
data/mvtec_ad/screw/test/thread_side/005.png,1,0.6856123208999634,0,normal,anomaly
data/mvtec_ad/screw/test/thread_side/017.png,1,0.6850104928016663,0,normal,anomaly
data/mvtec_ad/screw/test/thread_top/002.png,1,0.6848969459533691,0,normal,anomaly
data/mvtec_ad/screw/test/manipulated_front/004.png,1,0.6842226386070251,0,normal,anomaly
data/mvtec_ad/screw/test/manipulated_front/021.png,1,0.6820430755615234,0,normal,anomaly
data/mvtec_ad/screw/test/good/004.png,0,0.6817309260368347,0,normal,normal
