detector_name,category,sample_index,image_path,defect_type,label,image_score,feature_score,ae_score,image_h,image_w,mask_positive_pixels,feature_weight,ae_weight
hybrid,bottle,4,data/mvtec_ad/bottle/test/broken_large/004.png,broken_large,1,0.9964715242385864,0.973527491092682,0.0212843678891658,900,900,33132,0.5,0.5
hybrid,bottle,24,data/mvtec_ad/bottle/test/broken_small/004.png,broken_small,1,0.9962891340255736,0.9799456000328064,0.0204159989953041,900,900,25926,0.5,0.5
hybrid,bottle,34,data/mvtec_ad/bottle/test/broken_small/014.png,broken_small,1,0.9951045513153076,0.8439893126487732,0.0173860993236303,900,900,14546,0.5,0.5
hybrid,bottle,41,data/mvtec_ad/bottle/test/broken_small/021.png,broken_small,1,0.9942470788955688,0.9417365193367004,0.0184577703475952,900,900,14995,0.5,0.5
hybrid,bottle,26,data/mvtec_ad/bottle/test/broken_small/006.png,broken_small,1,0.9898786544799804,0.9112759828567504,0.0190494023263454,900,900,21797,0.5,0.5
hybrid,bottle,14,data/mvtec_ad/bottle/test/broken_large/014.png,broken_large,1,0.9889863729476928,0.9049893021583556,0.020360492169857,900,900,38206,0.5,0.5
hybrid,bottle,37,data/mvtec_ad/bottle/test/broken_small/017.png,broken_small,1,0.9879105687141418,0.94831520318985,0.0214730929583311,900,900,20384,0.5,0.5
hybrid,bottle,29,data/mvtec_ad/bottle/test/broken_small/009.png,broken_small,1,0.9868709444999696,0.9162287712097168,0.0169742479920387,900,900,19096,0.5,0.5
hybrid,bottle,17,data/mvtec_ad/bottle/test/broken_large/017.png,broken_large,1,0.985369086265564,0.9355243444442748,0.0202524978667497,900,900,114063,0.5,0.5
hybrid,bottle,30,data/mvtec_ad/bottle/test/broken_small/010.png,broken_small,1,0.9843008518218994,0.941092014312744,0.0185702964663505,900,900,37177,0.5,0.5
hybrid,bottle,21,data/mvtec_ad/bottle/test/broken_small/001.png,broken_small,1,0.9802538752555848,0.9530861377716064,0.0185764618217945,900,900,11966,0.5,0.5
hybrid,bottle,40,data/mvtec_ad/bottle/test/broken_small/020.png,broken_small,1,0.979706645011902,0.9661353826522828,0.0201129950582981,900,900,28333,0.5,0.5
hybrid,bottle,38,data/mvtec_ad/bottle/test/broken_small/018.png,broken_small,1,0.9780508279800416,0.9602194428443908,0.0215590894222259,900,900,46314,0.5,0.5
hybrid,bottle,60,data/mvtec_ad/bottle/test/contamination/018.png,contamination,1,0.9766275882720948,0.9556405544281006,0.0214766412973403,900,900,4663,0.5,0.5
hybrid,bottle,56,data/mvtec_ad/bottle/test/contamination/014.png,contamination,1,0.9765763878822328,1.0384994745254517,0.0176008902490139,900,900,5429,0.5,0.5
hybrid,bottle,22,data/mvtec_ad/bottle/test/broken_small/002.png,broken_small,1,0.9764041900634766,0.9410894513130188,0.0191836468875408,900,900,29456,0.5,0.5
hybrid,bottle,59,data/mvtec_ad/bottle/test/contamination/017.png,contamination,1,0.9755057096481324,1.0009955167770386,0.0217515788972377,900,900,67541,0.5,0.5
hybrid,bottle,43,data/mvtec_ad/bottle/test/contamination/001.png,contamination,1,0.9749987125396729,0.7299818992614746,0.017003271728754,900,900,58120,0.5,0.5
hybrid,bottle,32,data/mvtec_ad/bottle/test/broken_small/012.png,broken_small,1,0.974499762058258,0.96237313747406,0.0214416161179542,900,900,63191,0.5,0.5
hybrid,bottle,55,data/mvtec_ad/bottle/test/contamination/013.png,contamination,1,0.9740071892738342,0.9770089387893676,0.0193956531584262,900,900,41319,0.5,0.5
hybrid,bottle,20,data/mvtec_ad/bottle/test/broken_small/000.png,broken_small,1,0.9716335535049438,0.8171734809875488,0.0167447254061698,900,900,7166,0.5,0.5
hybrid,bottle,39,data/mvtec_ad/bottle/test/broken_small/019.png,broken_small,1,0.9710548520088196,0.9392430782318116,0.0160494893789291,900,900,22626,0.5,0.5
hybrid,bottle,31,data/mvtec_ad/bottle/test/broken_small/011.png,broken_small,1,0.9613937735557556,0.8792984485626221,0.0174857899546623,900,900,15597,0.5,0.5
hybrid,bottle,49,data/mvtec_ad/bottle/test/contamination/007.png,contamination,1,0.9606289863586426,1.0303404331207275,0.0230320207774639,900,900,45048,0.5,0.5
hybrid,bottle,23,data/mvtec_ad/bottle/test/broken_small/003.png,broken_small,1,0.959181308746338,0.9281902313232422,0.0204352848231792,900,900,65292,0.5,0.5
hybrid,bottle,33,data/mvtec_ad/bottle/test/broken_small/013.png,broken_small,1,0.9574151635169984,0.894199550151825,0.0172599758952856,900,900,26219,0.5,0.5
hybrid,bottle,15,data/mvtec_ad/bottle/test/broken_large/015.png,broken_large,1,0.955485463142395,0.925765872001648,0.0186496004462242,900,900,75659,0.5,0.5
hybrid,bottle,1,data/mvtec_ad/bottle/test/broken_large/001.png,broken_large,1,0.9547735452651978,0.9685692191123962,0.0170814767479896,900,900,76641,0.5,0.5
hybrid,bottle,71,data/mvtec_ad/bottle/test/good/008.png,good,0,0.952728509902954,0.4472932815551758,0.0183087829500436,900,900,0,0.5,0.5
hybrid,bottle,11,data/mvtec_ad/bottle/test/broken_large/011.png,broken_large,1,0.9502838850021362,0.8420647978782654,0.0172986276447772,900,900,60540,0.5,0.5
hybrid,bottle,6,data/mvtec_ad/bottle/test/broken_large/006.png,broken_large,1,0.9494452476501464,1.0006394386291504,0.0185344461351633,900,900,123810,0.5,0.5
hybrid,bottle,25,data/mvtec_ad/bottle/test/broken_small/005.png,broken_small,1,0.947948694229126,0.9018698334693908,0.0171151645481586,900,900,12266,0.5,0.5
hybrid,bottle,12,data/mvtec_ad/bottle/test/broken_large/012.png,broken_large,1,0.9421035647392272,0.9572257995605468,0.0185109637677669,900,900,70457,0.5,0.5
hybrid,bottle,5,data/mvtec_ad/bottle/test/broken_large/005.png,broken_large,1,0.9384686946868896,0.9654064774513244,0.0177448242902755,900,900,33201,0.5,0.5
hybrid,bottle,13,data/mvtec_ad/bottle/test/broken_large/013.png,broken_large,1,0.935836911201477,0.9207363724708556,0.0194060616195201,900,900,109290,0.5,0.5
hybrid,bottle,8,data/mvtec_ad/bottle/test/broken_large/008.png,broken_large,1,0.932643711566925,0.9257423877716064,0.0189797319471836,900,900,105614,0.5,0.5
hybrid,bottle,9,data/mvtec_ad/bottle/test/broken_large/009.png,broken_large,1,0.9322518110275269,0.8910289406776428,0.0168888885527849,900,900,70875,0.5,0.5
hybrid,bottle,36,data/mvtec_ad/bottle/test/broken_small/016.png,broken_small,1,0.9311061501502992,0.9662691950798036,0.0161427333950996,900,900,16578,0.5,0.5
hybrid,bottle,16,data/mvtec_ad/bottle/test/broken_large/016.png,broken_large,1,0.9250146150588988,0.9243062734603882,0.0203352086246013,900,900,118913,0.5,0.5
hybrid,bottle,27,data/mvtec_ad/bottle/test/broken_small/007.png,broken_small,1,0.9240800142288208,0.8496274948120117,0.0172533653676509,900,900,17046,0.5,0.5
hybrid,bottle,10,data/mvtec_ad/bottle/test/broken_large/010.png,broken_large,1,0.923796772956848,0.9600489139556884,0.017180785536766,900,900,90028,0.5,0.5
hybrid,bottle,75,data/mvtec_ad/bottle/test/good/012.png,good,0,0.9183964729309082,0.4716202914714813,0.0185987818986177,900,900,0,0.5,0.5
hybrid,bottle,18,data/mvtec_ad/bottle/test/broken_large/018.png,broken_large,1,0.9120893478393556,0.9912993907928468,0.0194197539240121,900,900,106080,0.5,0.5
hybrid,bottle,58,data/mvtec_ad/bottle/test/contamination/016.png,contamination,1,0.9115031361579896,0.7578518986701965,0.0238037519156932,900,900,122515,0.5,0.5
hybrid,bottle,3,data/mvtec_ad/bottle/test/broken_large/003.png,broken_large,1,0.9085415601730348,0.9898985624313354,0.02014553360641,900,900,222091,0.5,0.5
hybrid,bottle,19,data/mvtec_ad/bottle/test/broken_large/019.png,broken_large,1,0.9053287506103516,0.9472410678863524,0.0182720981538295,900,900,102217,0.5,0.5
hybrid,bottle,35,data/mvtec_ad/bottle/test/broken_small/015.png,broken_small,1,0.9019970297813416,0.901928722858429,0.0180718023329973,900,900,13480,0.5,0.5
hybrid,bottle,28,data/mvtec_ad/bottle/test/broken_small/008.png,broken_small,1,0.8978527188301086,0.8724140524864197,0.0180998407304286,900,900,17311,0.5,0.5
hybrid,bottle,65,data/mvtec_ad/bottle/test/good/002.png,good,0,0.8963673114776611,0.5840014815330505,0.0189629979431629,900,900,0,0.5,0.5
hybrid,bottle,74,data/mvtec_ad/bottle/test/good/011.png,good,0,0.8963568210601807,0.4749886095523834,0.0177280567586421,900,900,0,0.5,0.5
hybrid,bottle,0,data/mvtec_ad/bottle/test/broken_large/000.png,broken_large,1,0.8958097100257874,0.9452248811721802,0.0188056603074073,900,900,88192,0.5,0.5
hybrid,bottle,7,data/mvtec_ad/bottle/test/broken_large/007.png,broken_large,1,0.8904470801353455,0.9318423867225648,0.0175585784018039,900,900,130952,0.5,0.5
hybrid,bottle,81,data/mvtec_ad/bottle/test/good/018.png,good,0,0.8896777629852295,0.4896388053894043,0.0152495009824633,900,900,0,0.5,0.5
hybrid,bottle,2,data/mvtec_ad/bottle/test/broken_large/002.png,broken_large,1,0.8814201354980469,0.9354523420333862,0.0177304837852716,900,900,125835,0.5,0.5
hybrid,bottle,52,data/mvtec_ad/bottle/test/contamination/010.png,contamination,1,0.8783120512962341,0.8862518668174744,0.0189795009791851,900,900,93231,0.5,0.5
hybrid,bottle,80,data/mvtec_ad/bottle/test/good/017.png,good,0,0.8748447895050049,0.4522619247436523,0.01845034211874,900,900,0,0.5,0.5
hybrid,bottle,66,data/mvtec_ad/bottle/test/good/003.png,good,0,0.8727323412895203,0.4369339644908905,0.0165237635374069,900,900,0,0.5,0.5
hybrid,bottle,70,data/mvtec_ad/bottle/test/good/007.png,good,0,0.8675909042358398,0.5204905271530151,0.0183346904814243,900,900,0,0.5,0.5
hybrid,bottle,76,data/mvtec_ad/bottle/test/good/013.png,good,0,0.8519856929779053,0.4727912843227386,0.0185493770986795,900,900,0,0.5,0.5
hybrid,bottle,50,data/mvtec_ad/bottle/test/contamination/008.png,contamination,1,0.8492277264595032,0.8544129133224487,0.0169605463743209,900,900,133876,0.5,0.5
hybrid,bottle,73,data/mvtec_ad/bottle/test/good/010.png,good,0,0.8451122045516968,0.521430253982544,0.0175145920366048,900,900,0,0.5,0.5
hybrid,bottle,68,data/mvtec_ad/bottle/test/good/005.png,good,0,0.8368444442749023,0.4570257663726806,0.0175804588943719,900,900,0,0.5,0.5
hybrid,bottle,77,data/mvtec_ad/bottle/test/good/014.png,good,0,0.8335243463516235,0.4879371225833893,0.0194824356585741,900,900,0,0.5,0.5
hybrid,bottle,72,data/mvtec_ad/bottle/test/good/009.png,good,0,0.8270823955535889,0.5273302793502808,0.0168754812330007,900,900,0,0.5,0.5
hybrid,bottle,82,data/mvtec_ad/bottle/test/good/019.png,good,0,0.8188095092773438,0.5173164010047913,0.0192867033183574,900,900,0,0.5,0.5
hybrid,bottle,62,data/mvtec_ad/bottle/test/contamination/020.png,contamination,1,0.8170322179794312,0.6955626606941223,0.021828131750226,900,900,121385,0.5,0.5
hybrid,bottle,69,data/mvtec_ad/bottle/test/good/006.png,good,0,0.8129642009735107,0.5499996542930603,0.0177421458065509,900,900,0,0.5,0.5
hybrid,bottle,79,data/mvtec_ad/bottle/test/good/016.png,good,0,0.809066653251648,0.5956820845603943,0.018253780901432,900,900,0,0.5,0.5
hybrid,bottle,46,data/mvtec_ad/bottle/test/contamination/004.png,contamination,1,0.8011610507965088,0.7163624167442322,0.0183720551431179,900,900,16790,0.5,0.5
hybrid,bottle,45,data/mvtec_ad/bottle/test/contamination/003.png,contamination,1,0.7878247499465942,0.6719725131988525,0.0179355032742023,900,900,21317,0.5,0.5
hybrid,bottle,67,data/mvtec_ad/bottle/test/good/004.png,good,0,0.785236120223999,0.5490984916687012,0.015602339990437,900,900,0,0.5,0.5
hybrid,bottle,54,data/mvtec_ad/bottle/test/contamination/012.png,contamination,1,0.7817593812942505,0.6911405324935913,0.0243840534240007,900,900,122608,0.5,0.5
hybrid,bottle,78,data/mvtec_ad/bottle/test/good/015.png,good,0,0.769341230392456,0.5748523473739624,0.015700215473771,900,900,0,0.5,0.5
hybrid,bottle,63,data/mvtec_ad/bottle/test/good/000.png,good,0,0.7503561973571777,0.575439989566803,0.0170697253197431,900,900,0,0.5,0.5
hybrid,bottle,64,data/mvtec_ad/bottle/test/good/001.png,good,0,0.7456423044204712,0.5960012078285217,0.015917619690299,900,900,0,0.5,0.5
hybrid,bottle,48,data/mvtec_ad/bottle/test/contamination/006.png,contamination,1,0.744300127029419,0.8788918256759644,0.0266704689711332,900,900,123943,0.5,0.5
hybrid,bottle,44,data/mvtec_ad/bottle/test/contamination/002.png,contamination,1,0.7273494005203247,0.8334630727767944,0.018746729940176,900,900,14913,0.5,0.5
hybrid,bottle,47,data/mvtec_ad/bottle/test/contamination/005.png,contamination,1,0.7149642705917358,0.9600714445114136,0.0234565269201993,900,900,99554,0.5,0.5
hybrid,bottle,42,data/mvtec_ad/bottle/test/contamination/000.png,contamination,1,0.7103242874145508,0.895004153251648,0.0166891422122716,900,900,58708,0.5,0.5
hybrid,bottle,61,data/mvtec_ad/bottle/test/contamination/019.png,contamination,1,0.7022292613983154,0.7591549754142761,0.0170041136443614,900,900,27013,0.5,0.5
hybrid,bottle,57,data/mvtec_ad/bottle/test/contamination/015.png,contamination,1,0.700069010257721,0.9317752122879028,0.0170166809111833,900,900,33779,0.5,0.5
hybrid,bottle,51,data/mvtec_ad/bottle/test/contamination/009.png,contamination,1,0.6997877359390259,0.8431865572929382,0.0163680836558341,900,900,111640,0.5,0.5
hybrid,bottle,53,data/mvtec_ad/bottle/test/contamination/011.png,contamination,1,0.6907315850257874,0.8012639284133911,0.0211232062429189,900,900,120781,0.5,0.5
hybrid,cable,0,data/mvtec_ad/cable/test/bent_wire/000.png,bent_wire,1,0.9818324446678162,0.8851595520973206,0.0308571606874465,1024,1024,23162,0.5,0.5
hybrid,cable,2,data/mvtec_ad/cable/test/bent_wire/002.png,bent_wire,1,0.9806556105613708,0.855930507183075,0.0299649834632873,1024,1024,37083,0.5,0.5
hybrid,cable,4,data/mvtec_ad/cable/test/bent_wire/004.png,bent_wire,1,0.9608769416809082,1.016018986701965,0.0321834348142147,1024,1024,32843,0.5,0.5
hybrid,cable,78,data/mvtec_ad/cable/test/good/018.png,good,0,0.9597615003585817,0.715911328792572,0.0282897725701332,1024,1024,0,0.5,0.5
hybrid,cable,11,data/mvtec_ad/cable/test/bent_wire/011.png,bent_wire,1,0.9591504335403442,0.9919593334197998,0.0401217192411422,1024,1024,119231,0.5,0.5
hybrid,cable,10,data/mvtec_ad/cable/test/bent_wire/010.png,bent_wire,1,0.9486733675003052,0.9653958678245544,0.032645933330059,1024,1024,38102,0.5,0.5
hybrid,cable,1,data/mvtec_ad/cable/test/bent_wire/001.png,bent_wire,1,0.9464367628097534,0.9551673531532288,0.0283377319574356,1024,1024,15206,0.5,0.5
hybrid,cable,5,data/mvtec_ad/cable/test/bent_wire/005.png,bent_wire,1,0.9336292147636414,0.9734856486320496,0.0348854772746562,1024,1024,37738,0.5,0.5
hybrid,cable,12,data/mvtec_ad/cable/test/bent_wire/012.png,bent_wire,1,0.9243481159210204,0.9666325449943542,0.0317672155797481,1024,1024,72366,0.5,0.5
hybrid,cable,26,data/mvtec_ad/cable/test/combined/001.png,combined,1,0.9240318536758424,0.9453685283660888,0.0279479678720235,1024,1024,41285,0.5,0.5
hybrid,cable,64,data/mvtec_ad/cable/test/good/004.png,good,0,0.9205245971679688,0.7153432965278625,0.0284550860524177,1024,1024,0,0.5,0.5
hybrid,cable,37,data/mvtec_ad/cable/test/cut_inner_insulation/001.png,cut_inner_insulation,1,0.9169853925704956,0.9078540802001952,0.0330893248319625,1024,1024,30558,0.5,0.5
hybrid,cable,33,data/mvtec_ad/cable/test/combined/008.png,combined,1,0.9136943817138672,1.0261050462722778,0.0317048840224742,1024,1024,48510,0.5,0.5
hybrid,cable,106,data/mvtec_ad/cable/test/good/046.png,good,0,0.912429690361023,0.6747254729270935,0.0280270054936409,1024,1024,0,0.5,0.5
hybrid,cable,21,data/mvtec_ad/cable/test/cable_swap/008.png,cable_swap,1,0.9092342853546144,0.779624879360199,0.0305460803210735,1024,1024,61687,0.5,0.5
hybrid,cable,9,data/mvtec_ad/cable/test/bent_wire/009.png,bent_wire,1,0.9085938334465028,0.9784990549087524,0.0327869802713394,1024,1024,38202,0.5,0.5
hybrid,cable,7,data/mvtec_ad/cable/test/bent_wire/007.png,bent_wire,1,0.9071043729782104,0.9434252977371216,0.0326582565903663,1024,1024,38552,0.5,0.5
hybrid,cable,6,data/mvtec_ad/cable/test/bent_wire/006.png,bent_wire,1,0.8993316888809204,0.8923983573913574,0.0288819093257188,1024,1024,40784,0.5,0.5
hybrid,cable,115,data/mvtec_ad/cable/test/good/055.png,good,0,0.8979583382606506,0.7058947682380676,0.033090204000473,1024,1024,0,0.5,0.5
hybrid,cable,133,data/mvtec_ad/cable/test/missing_wire/003.png,missing_wire,1,0.8948724865913391,0.8204622864723206,0.0300121717154979,1024,1024,40701,0.5,0.5
hybrid,cable,49,data/mvtec_ad/cable/test/cut_inner_insulation/013.png,cut_inner_insulation,1,0.8893710970878601,0.8528665900230408,0.0343411937355995,1024,1024,29743,0.5,0.5
hybrid,cable,3,data/mvtec_ad/cable/test/bent_wire/003.png,bent_wire,1,0.8880137205123901,0.9291898012161256,0.0328935459256172,1024,1024,12881,0.5,0.5
hybrid,cable,101,data/mvtec_ad/cable/test/good/041.png,good,0,0.8868370652198792,0.7010071873664856,0.0351163111627101,1024,1024,0,0.5,0.5
hybrid,cable,70,data/mvtec_ad/cable/test/good/010.png,good,0,0.8839372992515564,0.7071924805641174,0.0306962430477142,1024,1024,0,0.5,0.5
hybrid,cable,83,data/mvtec_ad/cable/test/good/023.png,good,0,0.8830153942108154,0.6983627676963806,0.0275189913809299,1024,1024,0,0.5,0.5
hybrid,cable,102,data/mvtec_ad/cable/test/good/042.png,good,0,0.8822457790374756,0.7148314714431763,0.0317310728132724,1024,1024,0,0.5,0.5
hybrid,cable,40,data/mvtec_ad/cable/test/cut_inner_insulation/004.png,cut_inner_insulation,1,0.882187008857727,0.9349467754364014,0.0320877470076084,1024,1024,44383,0.5,0.5
hybrid,cable,134,data/mvtec_ad/cable/test/missing_wire/004.png,missing_wire,1,0.8814460039138794,0.8132992386817932,0.027193684130907,1024,1024,38640,0.5,0.5
hybrid,cable,99,data/mvtec_ad/cable/test/good/039.png,good,0,0.8783743381500244,0.6986792683601379,0.0304324086755514,1024,1024,0,0.5,0.5
hybrid,cable,73,data/mvtec_ad/cable/test/good/013.png,good,0,0.8762964010238647,0.7530614733695984,0.0286515709012746,1024,1024,0,0.5,0.5
hybrid,cable,25,data/mvtec_ad/cable/test/combined/000.png,combined,1,0.8732566237449646,0.9556090235710144,0.0335247777402401,1024,1024,42321,0.5,0.5
hybrid,cable,67,data/mvtec_ad/cable/test/good/007.png,good,0,0.8722596168518066,0.7580487132072449,0.0317938178777694,1024,1024,0,0.5,0.5
hybrid,cable,130,data/mvtec_ad/cable/test/missing_wire/000.png,missing_wire,1,0.8705393671989441,0.7598668336868286,0.0284140072762966,1024,1024,24951,0.5,0.5
hybrid,cable,74,data/mvtec_ad/cable/test/good/014.png,good,0,0.8645728826522827,0.7243951559066772,0.029541440308094,1024,1024,0,0.5,0.5
hybrid,cable,84,data/mvtec_ad/cable/test/good/024.png,good,0,0.860927402973175,0.695094645023346,0.0298874340951442,1024,1024,0,0.5,0.5
hybrid,cable,42,data/mvtec_ad/cable/test/cut_inner_insulation/006.png,cut_inner_insulation,1,0.8602572679519653,0.8719310760498047,0.0302403941750526,1024,1024,19775,0.5,0.5
hybrid,cable,92,data/mvtec_ad/cable/test/good/032.png,good,0,0.859125554561615,0.7230100631713867,0.0320262350142002,1024,1024,0,0.5,0.5
hybrid,cable,138,data/mvtec_ad/cable/test/missing_wire/008.png,missing_wire,1,0.8572311401367188,0.8349742889404297,0.0282944422215223,1024,1024,18820,0.5,0.5
hybrid,cable,82,data/mvtec_ad/cable/test/good/022.png,good,0,0.8507088422775269,0.7220444679260254,0.0299021825194358,1024,1024,0,0.5,0.5
hybrid,cable,16,data/mvtec_ad/cable/test/cable_swap/003.png,cable_swap,1,0.8504650592803955,0.75455641746521,0.0330624505877494,1024,1024,59063,0.5,0.5
hybrid,cable,45,data/mvtec_ad/cable/test/cut_inner_insulation/009.png,cut_inner_insulation,1,0.84758061170578,0.9144376516342164,0.033054731786251,1024,1024,61146,0.5,0.5
hybrid,cable,94,data/mvtec_ad/cable/test/good/034.png,good,0,0.8448238968849182,0.7521457076072693,0.0349855348467826,1024,1024,0,0.5,0.5
hybrid,cable,72,data/mvtec_ad/cable/test/good/012.png,good,0,0.8429567813873291,0.7280935049057007,0.0296077094972133,1024,1024,0,0.5,0.5
hybrid,cable,87,data/mvtec_ad/cable/test/good/027.png,good,0,0.8427196741104126,0.6782526969909668,0.03102682903409,1024,1024,0,0.5,0.5
hybrid,cable,80,data/mvtec_ad/cable/test/good/020.png,good,0,0.8423260450363159,0.7113439440727234,0.0278269872069358,1024,1024,0,0.5,0.5
hybrid,cable,95,data/mvtec_ad/cable/test/good/035.png,good,0,0.8422799110412598,0.7181308269500732,0.0282896775752306,1024,1024,0,0.5,0.5
hybrid,cable,62,data/mvtec_ad/cable/test/good/002.png,good,0,0.8421276807785034,0.7316185235977173,0.0322534218430519,1024,1024,0,0.5,0.5
