sample_index,image_path,defect_type,label,image_score,image_h,image_w,mask_positive_pixels
83,data/mvtec_ad/metal_nut/test/good/013.png,good,0,0.0249544121325016,700,700,0
35,data/mvtec_ad/metal_nut/test/color/010.png,color,1,0.0240175556391477,700,700,16025
34,data/mvtec_ad/metal_nut/test/color/009.png,color,1,0.0239048656076192,700,700,8684
79,data/mvtec_ad/metal_nut/test/good/009.png,good,0,0.0238208211958408,700,700,0
82,data/mvtec_ad/metal_nut/test/good/012.png,good,0,0.0235316921025514,700,700,0
80,data/mvtec_ad/metal_nut/test/good/010.png,good,0,0.0228141732513904,700,700,0
77,data/mvtec_ad/metal_nut/test/good/007.png,good,0,0.0227582473307847,700,700,0
78,data/mvtec_ad/metal_nut/test/good/008.png,good,0,0.0227256584912538,700,700,0
84,data/mvtec_ad/metal_nut/test/good/014.png,good,0,0.0225683525204658,700,700,0
47,data/mvtec_ad/metal_nut/test/flip/000.png,flip,1,0.0225482322275638,700,700,237351
48,data/mvtec_ad/metal_nut/test/flip/001.png,flip,1,0.0225465819239616,700,700,238718
51,data/mvtec_ad/metal_nut/test/flip/004.png,flip,1,0.0225083045661449,700,700,234904
111,data/mvtec_ad/metal_nut/test/scratch/019.png,scratch,1,0.0224616825580596,700,700,27262
76,data/mvtec_ad/metal_nut/test/good/006.png,good,0,0.0224384553730487,700,700,0
61,data/mvtec_ad/metal_nut/test/flip/014.png,flip,1,0.0223771166056394,700,700,234692
5,data/mvtec_ad/metal_nut/test/bent/005.png,bent,1,0.0223346538841724,700,700,10851
81,data/mvtec_ad/metal_nut/test/good/011.png,good,0,0.0222983118146657,700,700,0
70,data/mvtec_ad/metal_nut/test/good/000.png,good,0,0.0222869180142879,700,700,0
54,data/mvtec_ad/metal_nut/test/flip/007.png,flip,1,0.022267747670412,700,700,237959
14,data/mvtec_ad/metal_nut/test/bent/014.png,bent,1,0.0221699737012386,700,700,5223
42,data/mvtec_ad/metal_nut/test/color/017.png,color,1,0.0221585892140865,700,700,16277
56,data/mvtec_ad/metal_nut/test/flip/009.png,flip,1,0.0219458825886249,700,700,236366
99,data/mvtec_ad/metal_nut/test/scratch/007.png,scratch,1,0.0218609310686588,700,700,27302
7,data/mvtec_ad/metal_nut/test/bent/007.png,bent,1,0.0217909216880798,700,700,3458
0,data/mvtec_ad/metal_nut/test/bent/000.png,bent,1,0.0216065775603055,700,700,23025
57,data/mvtec_ad/metal_nut/test/flip/010.png,flip,1,0.0215447582304477,700,700,236323
62,data/mvtec_ad/metal_nut/test/flip/015.png,flip,1,0.0214961040765047,700,700,235892
19,data/mvtec_ad/metal_nut/test/bent/019.png,bent,1,0.0214687660336494,700,700,13930
3,data/mvtec_ad/metal_nut/test/bent/003.png,bent,1,0.0213107410818338,700,700,9132
32,data/mvtec_ad/metal_nut/test/color/007.png,color,1,0.0212949551641941,700,700,6865
75,data/mvtec_ad/metal_nut/test/good/005.png,good,0,0.0212755892425775,700,700,0
50,data/mvtec_ad/metal_nut/test/flip/003.png,flip,1,0.0211424231529235,700,700,238487
85,data/mvtec_ad/metal_nut/test/good/015.png,good,0,0.0211151912808418,700,700,0
31,data/mvtec_ad/metal_nut/test/color/006.png,color,1,0.0211033038794994,700,700,3820
66,data/mvtec_ad/metal_nut/test/flip/019.png,flip,1,0.021050626412034,700,700,236666
8,data/mvtec_ad/metal_nut/test/bent/008.png,bent,1,0.0209859833121299,700,700,9843
97,data/mvtec_ad/metal_nut/test/scratch/005.png,scratch,1,0.0209158863872289,700,700,14411
52,data/mvtec_ad/metal_nut/test/flip/005.png,flip,1,0.0208802744746208,700,700,235361
12,data/mvtec_ad/metal_nut/test/bent/012.png,bent,1,0.0208699833601713,700,700,11750
59,data/mvtec_ad/metal_nut/test/flip/012.png,flip,1,0.0208537206053733,700,700,234723
37,data/mvtec_ad/metal_nut/test/color/012.png,color,1,0.0208295155316591,700,700,32188
40,data/mvtec_ad/metal_nut/test/color/015.png,color,1,0.0207846574485301,700,700,23333
6,data/mvtec_ad/metal_nut/test/bent/006.png,bent,1,0.0207388885319232,700,700,6810
55,data/mvtec_ad/metal_nut/test/flip/008.png,flip,1,0.0207383185625076,700,700,234449
53,data/mvtec_ad/metal_nut/test/flip/006.png,flip,1,0.0207355320453643,700,700,235543
4,data/mvtec_ad/metal_nut/test/bent/004.png,bent,1,0.020726665854454,700,700,7685
23,data/mvtec_ad/metal_nut/test/bent/023.png,bent,1,0.0206806994974613,700,700,10494
73,data/mvtec_ad/metal_nut/test/good/003.png,good,0,0.0206741616129875,700,700,0
93,data/mvtec_ad/metal_nut/test/scratch/001.png,scratch,1,0.0206516422331333,700,700,34888
15,data/mvtec_ad/metal_nut/test/bent/015.png,bent,1,0.0205860193818807,700,700,17589
33,data/mvtec_ad/metal_nut/test/color/008.png,color,1,0.0205735862255096,700,700,22563
13,data/mvtec_ad/metal_nut/test/bent/013.png,bent,1,0.0205645151436328,700,700,12146
18,data/mvtec_ad/metal_nut/test/bent/018.png,bent,1,0.0205513387918472,700,700,11889
112,data/mvtec_ad/metal_nut/test/scratch/020.png,scratch,1,0.0204275995492935,700,700,16654
16,data/mvtec_ad/metal_nut/test/bent/016.png,bent,1,0.0203981958329677,700,700,8326
103,data/mvtec_ad/metal_nut/test/scratch/011.png,scratch,1,0.0203216820955276,700,700,28948
26,data/mvtec_ad/metal_nut/test/color/001.png,color,1,0.0202715061604976,700,700,2771
11,data/mvtec_ad/metal_nut/test/bent/011.png,bent,1,0.0202505234628915,700,700,7137
27,data/mvtec_ad/metal_nut/test/color/002.png,color,1,0.0202183593064546,700,700,5585
113,data/mvtec_ad/metal_nut/test/scratch/021.png,scratch,1,0.0202095545828342,700,700,33969
98,data/mvtec_ad/metal_nut/test/scratch/006.png,scratch,1,0.020170385017991,700,700,14713
24,data/mvtec_ad/metal_nut/test/bent/024.png,bent,1,0.0201702751219272,700,700,9177
92,data/mvtec_ad/metal_nut/test/scratch/000.png,scratch,1,0.0201492235064506,700,700,9302
36,data/mvtec_ad/metal_nut/test/color/011.png,color,1,0.0201427899301052,700,700,22001
45,data/mvtec_ad/metal_nut/test/color/020.png,color,1,0.0201073735952377,700,700,17990
95,data/mvtec_ad/metal_nut/test/scratch/003.png,scratch,1,0.0200942121446132,700,700,21564
94,data/mvtec_ad/metal_nut/test/scratch/002.png,scratch,1,0.0200482420623302,700,700,57360
49,data/mvtec_ad/metal_nut/test/flip/002.png,flip,1,0.0200392492115497,700,700,236355
1,data/mvtec_ad/metal_nut/test/bent/001.png,bent,1,0.0200333259999752,700,700,8413
114,data/mvtec_ad/metal_nut/test/scratch/022.png,scratch,1,0.0199979841709136,700,700,36121
60,data/mvtec_ad/metal_nut/test/flip/013.png,flip,1,0.0199605319648981,700,700,234720
29,data/mvtec_ad/metal_nut/test/color/004.png,color,1,0.0197710283100605,700,700,2212
72,data/mvtec_ad/metal_nut/test/good/002.png,good,0,0.0196586865931749,700,700,0
2,data/mvtec_ad/metal_nut/test/bent/002.png,bent,1,0.0196497999131679,700,700,4763
68,data/mvtec_ad/metal_nut/test/flip/021.png,flip,1,0.0196413621306419,700,700,236046
44,data/mvtec_ad/metal_nut/test/color/019.png,color,1,0.0196251831948757,700,700,11183
88,data/mvtec_ad/metal_nut/test/good/018.png,good,0,0.0195595752447843,700,700,0
