sample_index,image_path,defect_type,label,image_score,image_h,image_w,mask_positive_pixels
11,data/mvtec_ad/cable/test/bent_wire/011.png,bent_wire,1,0.0401217192411422,1024,1024,119231
55,data/mvtec_ad/cable/test/cut_outer_insulation/005.png,cut_outer_insulation,1,0.0379089340567588,1024,1024,4647
36,data/mvtec_ad/cable/test/cut_inner_insulation/000.png,cut_inner_insulation,1,0.037601288408041,1024,1024,33306
53,data/mvtec_ad/cable/test/cut_outer_insulation/003.png,cut_outer_insulation,1,0.03759141638875,1024,1024,7697
59,data/mvtec_ad/cable/test/cut_outer_insulation/009.png,cut_outer_insulation,1,0.0365387052297592,1024,1024,10318
13,data/mvtec_ad/cable/test/cable_swap/000.png,cable_swap,1,0.0361151359975338,1024,1024,67133
18,data/mvtec_ad/cable/test/cable_swap/005.png,cable_swap,1,0.0359997637569904,1024,1024,65474
128,data/mvtec_ad/cable/test/missing_cable/010.png,missing_cable,1,0.035486489534378,1024,1024,84372
101,data/mvtec_ad/cable/test/good/041.png,good,0,0.0351163111627101,1024,1024,0
39,data/mvtec_ad/cable/test/cut_inner_insulation/003.png,cut_inner_insulation,1,0.0350440554320812,1024,1024,62868
47,data/mvtec_ad/cable/test/cut_inner_insulation/011.png,cut_inner_insulation,1,0.0350409746170043,1024,1024,56332
94,data/mvtec_ad/cable/test/good/034.png,good,0,0.0349855348467826,1024,1024,0
5,data/mvtec_ad/cable/test/bent_wire/005.png,bent_wire,1,0.0348854772746562,1024,1024,37738
50,data/mvtec_ad/cable/test/cut_outer_insulation/000.png,cut_outer_insulation,1,0.0348803177475929,1024,1024,23454
54,data/mvtec_ad/cable/test/cut_outer_insulation/004.png,cut_outer_insulation,1,0.0344842001795768,1024,1024,24050
111,data/mvtec_ad/cable/test/good/051.png,good,0,0.0344553962349891,1024,1024,0
49,data/mvtec_ad/cable/test/cut_inner_insulation/013.png,cut_inner_insulation,1,0.0343411937355995,1024,1024,29743
41,data/mvtec_ad/cable/test/cut_inner_insulation/005.png,cut_inner_insulation,1,0.0342404097318649,1024,1024,27373
96,data/mvtec_ad/cable/test/good/036.png,good,0,0.0342060104012489,1024,1024,0
117,data/mvtec_ad/cable/test/good/057.png,good,0,0.0341943502426147,1024,1024,0
51,data/mvtec_ad/cable/test/cut_outer_insulation/001.png,cut_outer_insulation,1,0.0340985208749771,1024,1024,7513
46,data/mvtec_ad/cable/test/cut_inner_insulation/010.png,cut_inner_insulation,1,0.0340902209281921,1024,1024,31665
56,data/mvtec_ad/cable/test/cut_outer_insulation/006.png,cut_outer_insulation,1,0.0338630117475986,1024,1024,11710
93,data/mvtec_ad/cable/test/good/033.png,good,0,0.0338263139128685,1024,1024,0
52,data/mvtec_ad/cable/test/cut_outer_insulation/002.png,cut_outer_insulation,1,0.0336794480681419,1024,1024,14604
57,data/mvtec_ad/cable/test/cut_outer_insulation/007.png,cut_outer_insulation,1,0.0336363092064857,1024,1024,21941
25,data/mvtec_ad/cable/test/combined/000.png,combined,1,0.0335247777402401,1024,1024,42321
38,data/mvtec_ad/cable/test/cut_inner_insulation/002.png,cut_inner_insulation,1,0.0333027653396129,1024,1024,26929
48,data/mvtec_ad/cable/test/cut_inner_insulation/012.png,cut_inner_insulation,1,0.0332690104842186,1024,1024,103750
115,data/mvtec_ad/cable/test/good/055.png,good,0,0.033090204000473,1024,1024,0
37,data/mvtec_ad/cable/test/cut_inner_insulation/001.png,cut_inner_insulation,1,0.0330893248319625,1024,1024,30558
118,data/mvtec_ad/cable/test/missing_cable/000.png,missing_cable,1,0.0330734401941299,1024,1024,74489
16,data/mvtec_ad/cable/test/cable_swap/003.png,cable_swap,1,0.0330624505877494,1024,1024,59063
45,data/mvtec_ad/cable/test/cut_inner_insulation/009.png,cut_inner_insulation,1,0.033054731786251,1024,1024,61146
23,data/mvtec_ad/cable/test/cable_swap/010.png,cable_swap,1,0.0329177305102348,1024,1024,60502
3,data/mvtec_ad/cable/test/bent_wire/003.png,bent_wire,1,0.0328935459256172,1024,1024,12881
9,data/mvtec_ad/cable/test/bent_wire/009.png,bent_wire,1,0.0327869802713394,1024,1024,38202
7,data/mvtec_ad/cable/test/bent_wire/007.png,bent_wire,1,0.0326582565903663,1024,1024,38552
10,data/mvtec_ad/cable/test/bent_wire/010.png,bent_wire,1,0.032645933330059,1024,1024,38102
98,data/mvtec_ad/cable/test/good/038.png,good,0,0.0325992442667484,1024,1024,0
81,data/mvtec_ad/cable/test/good/021.png,good,0,0.0324082970619201,1024,1024,0
132,data/mvtec_ad/cable/test/missing_wire/002.png,missing_wire,1,0.032357819378376,1024,1024,15156
