image_path,label,image_score,detector,category,predicted_label,predicted_class,true_class
data/mvtec_ad/bottle/test/contamination/014.png,1,1.0384994745254517,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/contamination/007.png,1,1.0303404331207275,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/contamination/017.png,1,1.0009955167770386,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_large/006.png,1,1.0006394386291504,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_large/018.png,1,0.9912993907928468,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_large/003.png,1,0.9898985624313354,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_small/004.png,1,0.9799456000328064,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/contamination/013.png,1,0.9770089387893676,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_large/004.png,1,0.973527491092682,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_large/001.png,1,0.9685692191123962,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_small/016.png,1,0.9662691950798036,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_small/020.png,1,0.9661353826522828,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_large/005.png,1,0.9654064774513244,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_small/012.png,1,0.96237313747406,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_small/018.png,1,0.9602194428443908,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/contamination/005.png,1,0.9600714445114136,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_large/010.png,1,0.9600489139556884,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_large/012.png,1,0.9572257995605468,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/contamination/018.png,1,0.9556405544281006,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_small/001.png,1,0.9530861377716064,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_small/017.png,1,0.94831520318985,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_large/019.png,1,0.9472410678863524,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_large/000.png,1,0.9452248811721802,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_small/021.png,1,0.9417365193367004,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_small/010.png,1,0.941092014312744,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_small/002.png,1,0.9410894513130188,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_small/019.png,1,0.9392430782318116,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_large/017.png,1,0.9355243444442748,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_large/002.png,1,0.9354523420333862,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_large/007.png,1,0.9318423867225648,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/contamination/015.png,1,0.9317752122879028,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_small/003.png,1,0.9281902313232422,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_large/015.png,1,0.925765872001648,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_large/008.png,1,0.9257423877716064,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_large/016.png,1,0.9243062734603882,ae,bottle,1,anomaly,anomaly
data/mvtec_ad/bottle/test/broken_large/013.png,1,0.9207363724708556,ae,bottle,1,anomaly,anomaly
