sample_index,image_path,defect_type,label,image_score
33,data/mvtec_ad/cable/test/combined/008.png,combined,1,1.0261050462722778
4,data/mvtec_ad/cable/test/bent_wire/004.png,bent_wire,1,1.0160189867019653
11,data/mvtec_ad/cable/test/bent_wire/011.png,bent_wire,1,0.9919593334197998
9,data/mvtec_ad/cable/test/bent_wire/009.png,bent_wire,1,0.9784990549087524
5,data/mvtec_ad/cable/test/bent_wire/005.png,bent_wire,1,0.9734856486320496
124,data/mvtec_ad/cable/test/missing_cable/006.png,missing_cable,1,0.9698530435562134
12,data/mvtec_ad/cable/test/bent_wire/012.png,bent_wire,1,0.9666325449943542
10,data/mvtec_ad/cable/test/bent_wire/010.png,bent_wire,1,0.9653958678245544
25,data/mvtec_ad/cable/test/combined/000.png,combined,1,0.9556090235710144
1,data/mvtec_ad/cable/test/bent_wire/001.png,bent_wire,1,0.9551673531532288
125,data/mvtec_ad/cable/test/missing_cable/007.png,missing_cable,1,0.9457645416259766
26,data/mvtec_ad/cable/test/combined/001.png,combined,1,0.9453685283660889
7,data/mvtec_ad/cable/test/bent_wire/007.png,bent_wire,1,0.9434252977371216
40,data/mvtec_ad/cable/test/cut_inner_insulation/004.png,cut_inner_insulation,1,0.9349467754364014
148,data/mvtec_ad/cable/test/poke_insulation/008.png,poke_insulation,1,0.9345663785934448
127,data/mvtec_ad/cable/test/missing_cable/009.png,missing_cable,1,0.9323669672012329
3,data/mvtec_ad/cable/test/bent_wire/003.png,bent_wire,1,0.9291898012161255
51,data/mvtec_ad/cable/test/cut_outer_insulation/001.png,cut_outer_insulation,1,0.9290958642959595
50,data/mvtec_ad/cable/test/cut_outer_insulation/000.png,cut_outer_insulation,1,0.9272869229316711
55,data/mvtec_ad/cable/test/cut_outer_insulation/005.png,cut_outer_insulation,1,0.9260709285736084
47,data/mvtec_ad/cable/test/cut_inner_insulation/011.png,cut_inner_insulation,1,0.9225811958312988
30,data/mvtec_ad/cable/test/combined/005.png,combined,1,0.9180622100830078
46,data/mvtec_ad/cable/test/cut_inner_insulation/010.png,cut_inner_insulation,1,0.9163034558296204
45,data/mvtec_ad/cable/test/cut_inner_insulation/009.png,cut_inner_insulation,1,0.9144376516342163
123,data/mvtec_ad/cable/test/missing_cable/005.png,missing_cable,1,0.9124773144721985
128,data/mvtec_ad/cable/test/missing_cable/010.png,missing_cable,1,0.908738911151886
37,data/mvtec_ad/cable/test/cut_inner_insulation/001.png,cut_inner_insulation,1,0.9078540802001953
118,data/mvtec_ad/cable/test/missing_cable/000.png,missing_cable,1,0.9032281041145325
121,data/mvtec_ad/cable/test/missing_cable/003.png,missing_cable,1,0.902119517326355
52,data/mvtec_ad/cable/test/cut_outer_insulation/002.png,cut_outer_insulation,1,0.8999509811401367
122,data/mvtec_ad/cable/test/missing_cable/004.png,missing_cable,1,0.8983824849128723
57,data/mvtec_ad/cable/test/cut_outer_insulation/007.png,cut_outer_insulation,1,0.8983525633811951
129,data/mvtec_ad/cable/test/missing_cable/011.png,missing_cable,1,0.8956618905067444
120,data/mvtec_ad/cable/test/missing_cable/002.png,missing_cable,1,0.8954206705093384
59,data/mvtec_ad/cable/test/cut_outer_insulation/009.png,cut_outer_insulation,1,0.8941169381141663
29,data/mvtec_ad/cable/test/combined/004.png,combined,1,0.8931899070739746
