sample_index,image_path,defect_type,label,image_score,feature_score,ae_score,image_h,image_w,mask_positive_pixels,feature_weight,ae_weight
4,data/mvtec_ad/bottle/test/broken_large/004.png,broken_large,1,0.9964715242385864,0.9735274910926819,0.02128436788916588,900,900,33132,0.5,0.5
24,data/mvtec_ad/bottle/test/broken_small/004.png,broken_small,1,0.9962891340255737,0.9799456000328064,0.020415998995304108,900,900,25926,0.5,0.5
34,data/mvtec_ad/bottle/test/broken_small/014.png,broken_small,1,0.9951045513153076,0.8439893126487732,0.017386099323630333,900,900,14546,0.5,0.5
41,data/mvtec_ad/bottle/test/broken_small/021.png,broken_small,1,0.9942470788955688,0.9417365193367004,0.018457770347595215,900,900,14995,0.5,0.5
26,data/mvtec_ad/bottle/test/broken_small/006.png,broken_small,1,0.9898786544799805,0.9112759828567505,0.019049402326345444,900,900,21797,0.5,0.5
14,data/mvtec_ad/bottle/test/broken_large/014.png,broken_large,1,0.9889863729476929,0.9049893021583557,0.020360492169857025,900,900,38206,0.5,0.5
37,data/mvtec_ad/bottle/test/broken_small/017.png,broken_small,1,0.9879105687141418,0.9483152031898499,0.021473092958331108,900,900,20384,0.5,0.5
29,data/mvtec_ad/bottle/test/broken_small/009.png,broken_small,1,0.9868709444999695,0.9162287712097168,0.016974247992038727,900,900,19096,0.5,0.5
17,data/mvtec_ad/bottle/test/broken_large/017.png,broken_large,1,0.985369086265564,0.9355243444442749,0.020252497866749763,900,900,114063,0.5,0.5
30,data/mvtec_ad/bottle/test/broken_small/010.png,broken_small,1,0.9843008518218994,0.9410920143127441,0.018570296466350555,900,900,37177,0.5,0.5
21,data/mvtec_ad/bottle/test/broken_small/001.png,broken_small,1,0.9802538752555847,0.9530861377716064,0.01857646182179451,900,900,11966,0.5,0.5
40,data/mvtec_ad/bottle/test/broken_small/020.png,broken_small,1,0.9797066450119019,0.9661353826522827,0.02011299505829811,900,900,28333,0.5,0.5
38,data/mvtec_ad/bottle/test/broken_small/018.png,broken_small,1,0.9780508279800415,0.9602194428443909,0.021559089422225952,900,900,46314,0.5,0.5
60,data/mvtec_ad/bottle/test/contamination/018.png,contamination,1,0.9766275882720947,0.9556405544281006,0.021476641297340393,900,900,4663,0.5,0.5
56,data/mvtec_ad/bottle/test/contamination/014.png,contamination,1,0.9765763878822327,1.0384994745254517,0.0176008902490139,900,900,5429,0.5,0.5
22,data/mvtec_ad/bottle/test/broken_small/002.png,broken_small,1,0.9764041900634766,0.9410894513130188,0.019183646887540817,900,900,29456,0.5,0.5
59,data/mvtec_ad/bottle/test/contamination/017.png,contamination,1,0.9755057096481323,1.0009955167770386,0.021751578897237778,900,900,67541,0.5,0.5
