sample_index,image_path,defect_type,label,image_score,feature_score,ae_score,image_h,image_w,mask_positive_pixels,feature_weight,ae_weight
111,data/mvtec_ad/screw/test/scratch_neck/022.png,scratch_neck,1,0.9976729154586792,0.711468517780304,0.012385223992168903,1024,1024,1033,0.5,0.5
53,data/mvtec_ad/screw/test/manipulated_front/012.png,manipulated_front,1,0.9900903701782227,0.6488354802131653,0.012973496690392494,1024,1024,1695,0.5,0.5
112,data/mvtec_ad/screw/test/scratch_neck/023.png,scratch_neck,1,0.9813908338546753,0.6633197665214539,0.011699244379997253,1024,1024,1717,0.5,0.5
150,data/mvtec_ad/screw/test/thread_top/013.png,thread_top,1,0.97747802734375,0.644774854183197,0.012377000413835049,1024,1024,3005,0.5,0.5
121,data/mvtec_ad/screw/test/thread_side/007.png,thread_side,1,0.9739737510681152,0.6612008213996887,0.011960446834564209,1024,1024,3887,0.5,0.5
48,data/mvtec_ad/screw/test/manipulated_front/007.png,manipulated_front,1,0.9650243520736694,0.6654093861579895,0.011233597993850708,1024,1024,4911,0.5,0.5
55,data/mvtec_ad/screw/test/manipulated_front/014.png,manipulated_front,1,0.9575881361961365,0.6793041825294495,0.012604341842234135,1024,1024,3315,0.5,0.5
113,data/mvtec_ad/screw/test/scratch_neck/024.png,scratch_neck,1,0.9566624164581299,0.7915514707565308,0.012988124042749405,1024,1024,3240,0.5,0.5
78,data/mvtec_ad/screw/test/scratch_head/013.png,scratch_head,1,0.9409723281860352,0.6747944951057434,0.014250719919800758,1024,1024,1953,0.5,0.5
148,data/mvtec_ad/screw/test/thread_top/011.png,thread_top,1,0.9360101819038391,0.7575212717056274,0.012513980269432068,1024,1024,5075,0.5,0.5
76,data/mvtec_ad/screw/test/scratch_head/011.png,scratch_head,1,0.929389238357544,0.7424298524856567,0.01307959295809269,1024,1024,2801,0.5,0.5
110,data/mvtec_ad/screw/test/scratch_neck/021.png,scratch_neck,1,0.9283513426780701,0.7270749807357788,0.012365151196718216,1024,1024,2687,0.5,0.5
12,data/mvtec_ad/screw/test/good/012.png,good,0,0.926261305809021,0.6226426362991333,0.01231732964515686,1024,1024,0,0.5,0.5
40,data/mvtec_ad/screw/test/good/040.png,good,0,0.9222731590270996,0.5828971862792969,0.012602109462022781,1024,1024,0,0.5,0.5
116,data/mvtec_ad/screw/test/thread_side/002.png,thread_side,1,0.9217447638511658,0.6205334067344666,0.012790410779416561,1024,1024,2302,0.5,0.5
92,data/mvtec_ad/screw/test/scratch_neck/003.png,scratch_neck,1,0.9209582805633545,0.8586584329605103,0.01301063783466816,1024,1024,2614,0.5,0.5
81,data/mvtec_ad/screw/test/scratch_head/016.png,scratch_head,1,0.920427680015564,0.6790439486503601,0.0122237429022789,1024,1024,2091,0.5,0.5
17,data/mvtec_ad/screw/test/good/017.png,good,0,0.9202906489372253,0.5763880610466003,0.012166138738393784,1024,1024,0,0.5,0.5
105,data/mvtec_ad/screw/test/scratch_neck/016.png,scratch_neck,1,0.9200320243835449,0.8138536214828491,0.01310892403125763,1024,1024,3955,0.5,0.5
153,data/mvtec_ad/screw/test/thread_top/016.png,thread_top,1,0.9162378907203674,0.6877377033233643,0.011921996250748634,1024,1024,4124,0.5,0.5
