image_path,label,image_score,predicted_label,predicted_class,true_class
data/mvtec_ad/cable/test/combined/008.png,1,1.0261050462722778,1,anomaly,anomaly
data/mvtec_ad/cable/test/bent_wire/004.png,1,1.016018986701965,1,anomaly,anomaly
data/mvtec_ad/cable/test/bent_wire/011.png,1,0.9919593334197998,1,anomaly,anomaly
data/mvtec_ad/cable/test/bent_wire/009.png,1,0.9784990549087524,1,anomaly,anomaly
data/mvtec_ad/cable/test/bent_wire/005.png,1,0.9734856486320496,1,anomaly,anomaly
data/mvtec_ad/cable/test/missing_cable/006.png,1,0.9698530435562134,1,anomaly,anomaly
data/mvtec_ad/cable/test/bent_wire/012.png,1,0.9666325449943542,1,anomaly,anomaly
data/mvtec_ad/cable/test/bent_wire/010.png,1,0.9653958678245544,1,anomaly,anomaly
data/mvtec_ad/cable/test/combined/000.png,1,0.9556090235710144,1,anomaly,anomaly
data/mvtec_ad/cable/test/bent_wire/001.png,1,0.9551673531532288,1,anomaly,anomaly
data/mvtec_ad/cable/test/missing_cable/007.png,1,0.9457645416259766,1,anomaly,anomaly
data/mvtec_ad/cable/test/combined/001.png,1,0.9453685283660888,1,anomaly,anomaly
data/mvtec_ad/cable/test/bent_wire/007.png,1,0.9434252977371216,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_inner_insulation/004.png,1,0.9349467754364014,1,anomaly,anomaly
data/mvtec_ad/cable/test/poke_insulation/008.png,1,0.9345663785934448,1,anomaly,anomaly
data/mvtec_ad/cable/test/missing_cable/009.png,1,0.9323669672012328,1,anomaly,anomaly
data/mvtec_ad/cable/test/bent_wire/003.png,1,0.9291898012161256,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_outer_insulation/001.png,1,0.9290958642959596,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_outer_insulation/000.png,1,0.9272869229316713,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_outer_insulation/005.png,1,0.9260709285736084,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_inner_insulation/011.png,1,0.9225811958312988,1,anomaly,anomaly
data/mvtec_ad/cable/test/combined/005.png,1,0.9180622100830078,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_inner_insulation/010.png,1,0.9163034558296204,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_inner_insulation/009.png,1,0.9144376516342164,1,anomaly,anomaly
data/mvtec_ad/cable/test/missing_cable/005.png,1,0.9124773144721984,1,anomaly,anomaly
data/mvtec_ad/cable/test/missing_cable/010.png,1,0.908738911151886,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_inner_insulation/001.png,1,0.9078540802001952,1,anomaly,anomaly
data/mvtec_ad/cable/test/missing_cable/000.png,1,0.9032281041145324,1,anomaly,anomaly
data/mvtec_ad/cable/test/missing_cable/003.png,1,0.902119517326355,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_outer_insulation/002.png,1,0.8999509811401367,1,anomaly,anomaly
data/mvtec_ad/cable/test/missing_cable/004.png,1,0.8983824849128723,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_outer_insulation/007.png,1,0.8983525633811951,1,anomaly,anomaly
data/mvtec_ad/cable/test/missing_cable/011.png,1,0.8956618905067444,1,anomaly,anomaly
data/mvtec_ad/cable/test/missing_cable/002.png,1,0.8954206705093384,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_outer_insulation/009.png,1,0.8941169381141663,1,anomaly,anomaly
data/mvtec_ad/cable/test/combined/004.png,1,0.8931899070739746,1,anomaly,anomaly
data/mvtec_ad/cable/test/bent_wire/006.png,1,0.8923983573913574,1,anomaly,anomaly
data/mvtec_ad/cable/test/missing_cable/001.png,1,0.8893706202507019,1,anomaly,anomaly
data/mvtec_ad/cable/test/bent_wire/000.png,1,0.8851595520973206,1,anomaly,anomaly
data/mvtec_ad/cable/test/missing_cable/008.png,1,0.88502436876297,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_inner_insulation/012.png,1,0.8849671483039856,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_inner_insulation/008.png,1,0.8843518495559692,1,anomaly,anomaly
data/mvtec_ad/cable/test/combined/002.png,1,0.8838461637496948,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_outer_insulation/006.png,1,0.8832780122756958,1,anomaly,anomaly
data/mvtec_ad/cable/test/combined/006.png,1,0.8820082545280457,1,anomaly,anomaly
data/mvtec_ad/cable/test/combined/010.png,1,0.8801783323287964,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_inner_insulation/003.png,1,0.8746175169944763,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_inner_insulation/007.png,1,0.8730744123458862,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_inner_insulation/006.png,1,0.8719310760498047,1,anomaly,anomaly
data/mvtec_ad/cable/test/poke_insulation/007.png,1,0.8709491491317749,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_inner_insulation/000.png,1,0.8707143068313599,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_outer_insulation/008.png,1,0.8697757720947266,1,anomaly,anomaly
data/mvtec_ad/cable/test/poke_insulation/005.png,1,0.8638622760772705,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_inner_insulation/002.png,1,0.8601757884025574,1,anomaly,anomaly
data/mvtec_ad/cable/test/poke_insulation/001.png,1,0.857506513595581,1,anomaly,anomaly
data/mvtec_ad/cable/test/bent_wire/002.png,1,0.855930507183075,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_outer_insulation/004.png,1,0.8553997278213501,1,anomaly,anomaly
data/mvtec_ad/cable/test/combined/003.png,1,0.8541198372840881,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_inner_insulation/013.png,1,0.8528665900230408,1,anomaly,anomaly
data/mvtec_ad/cable/test/bent_wire/008.png,1,0.8499087691307068,1,anomaly,anomaly
data/mvtec_ad/cable/test/poke_insulation/000.png,1,0.8496850728988647,1,anomaly,anomaly
data/mvtec_ad/cable/test/poke_insulation/009.png,1,0.849556565284729,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_outer_insulation/003.png,1,0.8460263013839722,1,anomaly,anomaly
data/mvtec_ad/cable/test/cable_swap/009.png,1,0.8429555296897888,1,anomaly,anomaly
data/mvtec_ad/cable/test/poke_insulation/003.png,1,0.8414681553840637,1,anomaly,anomaly
data/mvtec_ad/cable/test/cut_inner_insulation/005.png,1,0.8388351202011108,1,anomaly,anomaly
data/mvtec_ad/cable/test/combined/009.png,1,0.8380724787712097,1,anomaly,anomaly
data/mvtec_ad/cable/test/missing_wire/008.png,1,0.8349742889404297,1,anomaly,anomaly
data/mvtec_ad/cable/test/poke_insulation/004.png,1,0.8330603837966919,1,anomaly,anomaly
data/mvtec_ad/cable/test/missing_wire/005.png,1,0.829349160194397,1,anomaly,anomaly
data/mvtec_ad/cable/test/poke_insulation/006.png,1,0.8240497708320618,1,anomaly,anomaly
data/mvtec_ad/cable/test/missing_wire/003.png,1,0.8204622864723206,1,anomaly,anomaly
data/mvtec_ad/cable/test/cable_swap/006.png,1,0.8198078870773315,1,anomaly,anomaly
data/mvtec_ad/cable/test/cable_swap/002.png,1,0.8179397583007812,1,anomaly,anomaly
data/mvtec_ad/cable/test/cable_swap/011.png,1,0.814415454864502,1,anomaly,anomaly
data/mvtec_ad/cable/test/missing_wire/009.png,1,0.8141778111457825,1,anomaly,anomaly
data/mvtec_ad/cable/test/missing_wire/004.png,1,0.8132992386817932,1,anomaly,anomaly
data/mvtec_ad/cable/test/poke_insulation/002.png,1,0.8106144666671753,1,anomaly,anomaly
data/mvtec_ad/cable/test/good/043.png,0,0.8015605807304382,1,anomaly,normal
data/mvtec_ad/cable/test/missing_wire/006.png,1,0.7988162636756897,1,anomaly,anomaly
data/mvtec_ad/cable/test/cable_swap/004.png,1,0.7937020063400269,1,anomaly,anomaly
data/mvtec_ad/cable/test/combined/007.png,1,0.7931554317474365,1,anomaly,anomaly
data/mvtec_ad/cable/test/cable_swap/008.png,1,0.779624879360199,0,normal,anomaly
data/mvtec_ad/cable/test/missing_wire/002.png,1,0.7792596220970154,0,normal,anomaly
data/mvtec_ad/cable/test/good/000.png,0,0.77845698595047,0,normal,normal
data/mvtec_ad/cable/test/cable_swap/001.png,1,0.7784348130226135,0,normal,anomaly
data/mvtec_ad/cable/test/good/036.png,0,0.776599109172821,0,normal,normal
data/mvtec_ad/cable/test/cable_swap/007.png,1,0.77382892370224,0,normal,anomaly
data/mvtec_ad/cable/test/missing_wire/001.png,1,0.7682905793190002,0,normal,anomaly
data/mvtec_ad/cable/test/good/056.png,0,0.7679010033607483,0,normal,normal
data/mvtec_ad/cable/test/missing_wire/007.png,1,0.7620812058448792,0,normal,anomaly
data/mvtec_ad/cable/test/missing_wire/000.png,1,0.7598668336868286,0,normal,anomaly
data/mvtec_ad/cable/test/good/051.png,0,0.7588914036750793,0,normal,normal
data/mvtec_ad/cable/test/good/052.png,0,0.7585840225219727,0,normal,normal
data/mvtec_ad/cable/test/good/057.png,0,0.7584024667739868,0,normal,normal
data/mvtec_ad/cable/test/good/007.png,0,0.7580487132072449,0,normal,normal
data/mvtec_ad/cable/test/good/040.png,0,0.7555782198905945,0,normal,normal
data/mvtec_ad/cable/test/cable_swap/010.png,1,0.755246102809906,0,normal,anomaly
data/mvtec_ad/cable/test/cable_swap/003.png,1,0.75455641746521,0,normal,anomaly
data/mvtec_ad/cable/test/good/013.png,0,0.7530614733695984,0,normal,normal
data/mvtec_ad/cable/test/good/034.png,0,0.7521457076072693,0,normal,normal
data/mvtec_ad/cable/test/cable_swap/005.png,1,0.7512372732162476,0,normal,anomaly
data/mvtec_ad/cable/test/good/038.png,0,0.7502073645591736,0,normal,normal
data/mvtec_ad/cable/test/good/006.png,0,0.7476698756217957,0,normal,normal
data/mvtec_ad/cable/test/cable_swap/000.png,1,0.7464869618415833,0,normal,anomaly
data/mvtec_ad/cable/test/good/037.png,0,0.7454432249069214,0,normal,normal
data/mvtec_ad/cable/test/good/011.png,0,0.7349821925163269,0,normal,normal
data/mvtec_ad/cable/test/good/015.png,0,0.7342111468315125,0,normal,normal
data/mvtec_ad/cable/test/good/019.png,0,0.7328763008117676,0,normal,normal
data/mvtec_ad/cable/test/good/002.png,0,0.7316185235977173,0,normal,normal
data/mvtec_ad/cable/test/good/009.png,0,0.7309491038322449,0,normal,normal
data/mvtec_ad/cable/test/good/054.png,0,0.7307988405227661,0,normal,normal
data/mvtec_ad/cable/test/good/049.png,0,0.728366494178772,0,normal,normal
data/mvtec_ad/cable/test/good/012.png,0,0.7280935049057007,0,normal,normal
data/mvtec_ad/cable/test/good/030.png,0,0.726582944393158,0,normal,normal
data/mvtec_ad/cable/test/good/050.png,0,0.725836455821991,0,normal,normal
data/mvtec_ad/cable/test/good/014.png,0,0.7243951559066772,0,normal,normal
data/mvtec_ad/cable/test/good/005.png,0,0.7239777445793152,0,normal,normal
data/mvtec_ad/cable/test/good/008.png,0,0.7236871123313904,0,normal,normal
data/mvtec_ad/cable/test/good/028.png,0,0.7230969071388245,0,normal,normal
data/mvtec_ad/cable/test/good/032.png,0,0.7230100631713867,0,normal,normal
data/mvtec_ad/cable/test/good/022.png,0,0.7220444679260254,0,normal,normal
data/mvtec_ad/cable/test/good/035.png,0,0.7181308269500732,0,normal,normal
data/mvtec_ad/cable/test/good/031.png,0,0.7163599133491516,0,normal,normal
data/mvtec_ad/cable/test/good/018.png,0,0.715911328792572,0,normal,normal
data/mvtec_ad/cable/test/good/004.png,0,0.7153432965278625,0,normal,normal
data/mvtec_ad/cable/test/good/042.png,0,0.7148314714431763,0,normal,normal
data/mvtec_ad/cable/test/good/033.png,0,0.7132282257080078,0,normal,normal
data/mvtec_ad/cable/test/good/047.png,0,0.712803065776825,0,normal,normal
data/mvtec_ad/cable/test/good/001.png,0,0.712469756603241,0,normal,normal
data/mvtec_ad/cable/test/good/053.png,0,0.7119995951652527,0,normal,normal
data/mvtec_ad/cable/test/good/021.png,0,0.711510181427002,0,normal,normal
data/mvtec_ad/cable/test/good/020.png,0,0.7113439440727234,0,normal,normal
data/mvtec_ad/cable/test/good/010.png,0,0.7071924805641174,0,normal,normal
data/mvtec_ad/cable/test/good/048.png,0,0.7059141993522644,0,normal,normal
data/mvtec_ad/cable/test/good/055.png,0,0.7058947682380676,0,normal,normal
data/mvtec_ad/cable/test/good/041.png,0,0.7010071873664856,0,normal,normal
data/mvtec_ad/cable/test/good/016.png,0,0.7009487152099609,0,normal,normal
data/mvtec_ad/cable/test/good/039.png,0,0.6986792683601379,0,normal,normal
data/mvtec_ad/cable/test/good/023.png,0,0.6983627676963806,0,normal,normal
data/mvtec_ad/cable/test/good/026.png,0,0.697281539440155,0,normal,normal
data/mvtec_ad/cable/test/good/029.png,0,0.6968021392822266,0,normal,normal
data/mvtec_ad/cable/test/good/024.png,0,0.695094645023346,0,normal,normal
data/mvtec_ad/cable/test/good/017.png,0,0.6907314658164978,0,normal,normal
data/mvtec_ad/cable/test/good/044.png,0,0.6891669034957886,0,normal,normal
data/mvtec_ad/cable/test/good/025.png,0,0.6890066862106323,0,normal,normal
data/mvtec_ad/cable/test/good/045.png,0,0.6798485517501831,0,normal,normal
data/mvtec_ad/cable/test/good/027.png,0,0.6782526969909668,0,normal,normal
data/mvtec_ad/cable/test/good/046.png,0,0.6747254729270935,0,normal,normal
data/mvtec_ad/cable/test/good/003.png,0,0.6514254808425903,0,normal,normal
