image_path,label,image_score,detector,category,predicted_label,predicted_class,true_class
data/mvtec_ad/transistor/test/misplaced/007.png,1,0.9866515398025512,ae,transistor,1,anomaly,anomaly
data/mvtec_ad/transistor/test/misplaced/008.png,1,0.9609450101852416,ae,transistor,1,anomaly,anomaly
data/mvtec_ad/transistor/test/misplaced/005.png,1,0.9071865677833556,ae,transistor,1,anomaly,anomaly
data/mvtec_ad/transistor/test/damaged_case/009.png,1,0.906769037246704,ae,transistor,1,anomaly,anomaly
data/mvtec_ad/transistor/test/damaged_case/001.png,1,0.9013935923576356,ae,transistor,1,anomaly,anomaly
data/mvtec_ad/transistor/test/damaged_case/008.png,1,0.895433247089386,ae,transistor,1,anomaly,anomaly
data/mvtec_ad/transistor/test/misplaced/001.png,1,0.894969642162323,ae,transistor,1,anomaly,anomaly
data/mvtec_ad/transistor/test/damaged_case/005.png,1,0.8791729211807251,ae,transistor,1,anomaly,anomaly
data/mvtec_ad/transistor/test/damaged_case/000.png,1,0.8769747614860535,ae,transistor,1,anomaly,anomaly
data/mvtec_ad/transistor/test/misplaced/004.png,1,0.8743893504142761,ae,transistor,1,anomaly,anomaly
data/mvtec_ad/transistor/test/damaged_case/003.png,1,0.869172990322113,ae,transistor,1,anomaly,anomaly
data/mvtec_ad/transistor/test/misplaced/009.png,1,0.8687013983726501,ae,transistor,1,anomaly,anomaly
data/mvtec_ad/transistor/test/bent_lead/005.png,1,0.8633077144622803,ae,transistor,1,anomaly,anomaly
data/mvtec_ad/transistor/test/bent_lead/007.png,1,0.862441897392273,ae,transistor,1,anomaly,anomaly
data/mvtec_ad/transistor/test/damaged_case/004.png,1,0.8583725094795227,ae,transistor,1,anomaly,anomaly
data/mvtec_ad/transistor/test/damaged_case/002.png,1,0.847535252571106,ae,transistor,1,anomaly,anomaly
data/mvtec_ad/transistor/test/bent_lead/008.png,1,0.8397744297981262,ae,transistor,1,anomaly,anomaly
data/mvtec_ad/transistor/test/cut_lead/006.png,1,0.8371912837028503,ae,transistor,1,anomaly,anomaly
data/mvtec_ad/transistor/test/cut_lead/003.png,1,0.8365631103515625,ae,transistor,1,anomaly,anomaly
data/mvtec_ad/transistor/test/bent_lead/006.png,1,0.8355395197868347,ae,transistor,1,anomaly,anomaly
