sample_index,image_path,defect_type,label,image_score
56,data/mvtec_ad/bottle/test/contamination/014.png,contamination,1,1.0384994745254517
49,data/mvtec_ad/bottle/test/contamination/007.png,contamination,1,1.0303404331207275
59,data/mvtec_ad/bottle/test/contamination/017.png,contamination,1,1.0009955167770386
6,data/mvtec_ad/bottle/test/broken_large/006.png,broken_large,1,1.0006394386291504
18,data/mvtec_ad/bottle/test/broken_large/018.png,broken_large,1,0.9912993907928467
3,data/mvtec_ad/bottle/test/broken_large/003.png,broken_large,1,0.9898985624313354
24,data/mvtec_ad/bottle/test/broken_small/004.png,broken_small,1,0.9799456000328064
55,data/mvtec_ad/bottle/test/contamination/013.png,contamination,1,0.9770089387893677
4,data/mvtec_ad/bottle/test/broken_large/004.png,broken_large,1,0.9735274910926819
1,data/mvtec_ad/bottle/test/broken_large/001.png,broken_large,1,0.9685692191123962
36,data/mvtec_ad/bottle/test/broken_small/016.png,broken_small,1,0.9662691950798035
40,data/mvtec_ad/bottle/test/broken_small/020.png,broken_small,1,0.9661353826522827
5,data/mvtec_ad/bottle/test/broken_large/005.png,broken_large,1,0.9654064774513245
32,data/mvtec_ad/bottle/test/broken_small/012.png,broken_small,1,0.9623731374740601
38,data/mvtec_ad/bottle/test/broken_small/018.png,broken_small,1,0.9602194428443909
47,data/mvtec_ad/bottle/test/contamination/005.png,contamination,1,0.9600714445114136
10,data/mvtec_ad/bottle/test/broken_large/010.png,broken_large,1,0.9600489139556885
12,data/mvtec_ad/bottle/test/broken_large/012.png,broken_large,1,0.9572257995605469
60,data/mvtec_ad/bottle/test/contamination/018.png,contamination,1,0.9556405544281006
21,data/mvtec_ad/bottle/test/broken_small/001.png,broken_small,1,0.9530861377716064
37,data/mvtec_ad/bottle/test/broken_small/017.png,broken_small,1,0.9483152031898499
19,data/mvtec_ad/bottle/test/broken_large/019.png,broken_large,1,0.9472410678863525
0,data/mvtec_ad/bottle/test/broken_large/000.png,broken_large,1,0.9452248811721802
41,data/mvtec_ad/bottle/test/broken_small/021.png,broken_small,1,0.9417365193367004
30,data/mvtec_ad/bottle/test/broken_small/010.png,broken_small,1,0.9410920143127441
22,data/mvtec_ad/bottle/test/broken_small/002.png,broken_small,1,0.9410894513130188
39,data/mvtec_ad/bottle/test/broken_small/019.png,broken_small,1,0.9392430782318115
17,data/mvtec_ad/bottle/test/broken_large/017.png,broken_large,1,0.9355243444442749
2,data/mvtec_ad/bottle/test/broken_large/002.png,broken_large,1,0.9354523420333862
7,data/mvtec_ad/bottle/test/broken_large/007.png,broken_large,1,0.9318423867225647
57,data/mvtec_ad/bottle/test/contamination/015.png,contamination,1,0.9317752122879028
23,data/mvtec_ad/bottle/test/broken_small/003.png,broken_small,1,0.9281902313232422
15,data/mvtec_ad/bottle/test/broken_large/015.png,broken_large,1,0.925765872001648
8,data/mvtec_ad/bottle/test/broken_large/008.png,broken_large,1,0.9257423877716064
16,data/mvtec_ad/bottle/test/broken_large/016.png,broken_large,1,0.9243062734603882
13,data/mvtec_ad/bottle/test/broken_large/013.png,broken_large,1,0.9207363724708557
29,data/mvtec_ad/bottle/test/broken_small/009.png,broken_small,1,0.9162287712097168
26,data/mvtec_ad/bottle/test/broken_small/006.png,broken_small,1,0.9112759828567505
14,data/mvtec_ad/bottle/test/broken_large/014.png,broken_large,1,0.9049893021583557
35,data/mvtec_ad/bottle/test/broken_small/015.png,broken_small,1,0.901928722858429
25,data/mvtec_ad/bottle/test/broken_small/005.png,broken_small,1,0.9018698334693909
42,data/mvtec_ad/bottle/test/contamination/000.png,contamination,1,0.895004153251648
33,data/mvtec_ad/bottle/test/broken_small/013.png,broken_small,1,0.894199550151825
9,data/mvtec_ad/bottle/test/broken_large/009.png,broken_large,1,0.8910289406776428
52,data/mvtec_ad/bottle/test/contamination/010.png,contamination,1,0.8862518668174744
31,data/mvtec_ad/bottle/test/broken_small/011.png,broken_small,1,0.8792984485626221
48,data/mvtec_ad/bottle/test/contamination/006.png,contamination,1,0.8788918256759644
28,data/mvtec_ad/bottle/test/broken_small/008.png,broken_small,1,0.8724140524864197
50,data/mvtec_ad/bottle/test/contamination/008.png,contamination,1,0.8544129133224487
27,data/mvtec_ad/bottle/test/broken_small/007.png,broken_small,1,0.8496274948120117
34,data/mvtec_ad/bottle/test/broken_small/014.png,broken_small,1,0.8439893126487732
51,data/mvtec_ad/bottle/test/contamination/009.png,contamination,1,0.8431865572929382
11,data/mvtec_ad/bottle/test/broken_large/011.png,broken_large,1,0.8420647978782654
44,data/mvtec_ad/bottle/test/contamination/002.png,contamination,1,0.8334630727767944
20,data/mvtec_ad/bottle/test/broken_small/000.png,broken_small,1,0.8171734809875488
53,data/mvtec_ad/bottle/test/contamination/011.png,contamination,1,0.8012639284133911
61,data/mvtec_ad/bottle/test/contamination/019.png,contamination,1,0.7591549754142761
58,data/mvtec_ad/bottle/test/contamination/016.png,contamination,1,0.7578518986701965
43,data/mvtec_ad/bottle/test/contamination/001.png,contamination,1,0.7299818992614746
46,data/mvtec_ad/bottle/test/contamination/004.png,contamination,1,0.7163624167442322
62,data/mvtec_ad/bottle/test/contamination/020.png,contamination,1,0.6955626606941223
54,data/mvtec_ad/bottle/test/contamination/012.png,contamination,1,0.6911405324935913
45,data/mvtec_ad/bottle/test/contamination/003.png,contamination,1,0.6719725131988525
64,data/mvtec_ad/bottle/test/good/001.png,good,0,0.5960012078285217
79,data/mvtec_ad/bottle/test/good/016.png,good,0,0.5956820845603943
65,data/mvtec_ad/bottle/test/good/002.png,good,0,0.5840014815330505
63,data/mvtec_ad/bottle/test/good/000.png,good,0,0.575439989566803
78,data/mvtec_ad/bottle/test/good/015.png,good,0,0.5748523473739624
69,data/mvtec_ad/bottle/test/good/006.png,good,0,0.5499996542930603
67,data/mvtec_ad/bottle/test/good/004.png,good,0,0.5490984916687012
72,data/mvtec_ad/bottle/test/good/009.png,good,0,0.5273302793502808
73,data/mvtec_ad/bottle/test/good/010.png,good,0,0.521430253982544
70,data/mvtec_ad/bottle/test/good/007.png,good,0,0.5204905271530151
82,data/mvtec_ad/bottle/test/good/019.png,good,0,0.5173164010047913
81,data/mvtec_ad/bottle/test/good/018.png,good,0,0.4896388053894043
77,data/mvtec_ad/bottle/test/good/014.png,good,0,0.4879371225833893
74,data/mvtec_ad/bottle/test/good/011.png,good,0,0.4749886095523834
76,data/mvtec_ad/bottle/test/good/013.png,good,0,0.47279128432273865
75,data/mvtec_ad/bottle/test/good/012.png,good,0,0.4716202914714813
68,data/mvtec_ad/bottle/test/good/005.png,good,0,0.45702576637268066
80,data/mvtec_ad/bottle/test/good/017.png,good,0,0.45226192474365234
71,data/mvtec_ad/bottle/test/good/008.png,good,0,0.4472932815551758
66,data/mvtec_ad/bottle/test/good/003.png,good,0,0.4369339644908905
