sample_index,image_path,defect_type,label,image_score
1,data/mvtec_ad/capsule/test/crack/001.png,crack,1,0.9749447107315063
4,data/mvtec_ad/capsule/test/crack/004.png,crack,1,0.950867235660553
15,data/mvtec_ad/capsule/test/crack/015.png,crack,1,0.947009801864624
17,data/mvtec_ad/capsule/test/crack/017.png,crack,1,0.9405460953712463
10,data/mvtec_ad/capsule/test/crack/010.png,crack,1,0.9188858270645142
127,data/mvtec_ad/capsule/test/squeeze/015.png,squeeze,1,0.911659836769104
112,data/mvtec_ad/capsule/test/squeeze/000.png,squeeze,1,0.8913899660110474
76,data/mvtec_ad/capsule/test/poke/008.png,poke,1,0.8886561989784241
11,data/mvtec_ad/capsule/test/crack/011.png,crack,1,0.8874179720878601
12,data/mvtec_ad/capsule/test/crack/012.png,crack,1,0.8760596513748169
123,data/mvtec_ad/capsule/test/squeeze/011.png,squeeze,1,0.8695476055145264
118,data/mvtec_ad/capsule/test/squeeze/006.png,squeeze,1,0.8609135150909424
14,data/mvtec_ad/capsule/test/crack/014.png,crack,1,0.8549891710281372
68,data/mvtec_ad/capsule/test/poke/000.png,poke,1,0.8504977226257324
129,data/mvtec_ad/capsule/test/squeeze/017.png,squeeze,1,0.8496161699295044
119,data/mvtec_ad/capsule/test/squeeze/007.png,squeeze,1,0.8443266749382019
115,data/mvtec_ad/capsule/test/squeeze/003.png,squeeze,1,0.8423958420753479
81,data/mvtec_ad/capsule/test/poke/013.png,poke,1,0.8398423194885254
18,data/mvtec_ad/capsule/test/crack/018.png,crack,1,0.8368392586708069
13,data/mvtec_ad/capsule/test/crack/013.png,crack,1,0.8296839594841003
82,data/mvtec_ad/capsule/test/poke/014.png,poke,1,0.8266385793685913
128,data/mvtec_ad/capsule/test/squeeze/016.png,squeeze,1,0.8219302296638489
113,data/mvtec_ad/capsule/test/squeeze/001.png,squeeze,1,0.82138592004776
121,data/mvtec_ad/capsule/test/squeeze/009.png,squeeze,1,0.8207029700279236
130,data/mvtec_ad/capsule/test/squeeze/018.png,squeeze,1,0.8153442144393921
120,data/mvtec_ad/capsule/test/squeeze/008.png,squeeze,1,0.8097281455993652
97,data/mvtec_ad/capsule/test/scratch/008.png,scratch,1,0.8027628064155579
126,data/mvtec_ad/capsule/test/squeeze/014.png,squeeze,1,0.7995561361312866
111,data/mvtec_ad/capsule/test/scratch/022.png,scratch,1,0.7971168756484985
131,data/mvtec_ad/capsule/test/squeeze/019.png,squeeze,1,0.7929081320762634
105,data/mvtec_ad/capsule/test/scratch/016.png,scratch,1,0.7863209247589111
125,data/mvtec_ad/capsule/test/squeeze/013.png,squeeze,1,0.7759861946105957
7,data/mvtec_ad/capsule/test/crack/007.png,crack,1,0.7714421153068542
122,data/mvtec_ad/capsule/test/squeeze/010.png,squeeze,1,0.770930290222168
104,data/mvtec_ad/capsule/test/scratch/015.png,scratch,1,0.7582184672355652
9,data/mvtec_ad/capsule/test/crack/009.png,crack,1,0.7486802935600281
79,data/mvtec_ad/capsule/test/poke/011.png,poke,1,0.7470062971115112
117,data/mvtec_ad/capsule/test/squeeze/005.png,squeeze,1,0.7446174025535583
107,data/mvtec_ad/capsule/test/scratch/018.png,scratch,1,0.7440085411071777
3,data/mvtec_ad/capsule/test/crack/003.png,crack,1,0.7430875897407532
6,data/mvtec_ad/capsule/test/crack/006.png,crack,1,0.7412310838699341
2,data/mvtec_ad/capsule/test/crack/002.png,crack,1,0.7386424541473389
27,data/mvtec_ad/capsule/test/faulty_imprint/004.png,faulty_imprint,1,0.7258938550949097
86,data/mvtec_ad/capsule/test/poke/018.png,poke,1,0.7214195728302002
103,data/mvtec_ad/capsule/test/scratch/014.png,scratch,1,0.7198899388313293
19,data/mvtec_ad/capsule/test/crack/019.png,crack,1,0.7184479832649231
116,data/mvtec_ad/capsule/test/squeeze/004.png,squeeze,1,0.7127849459648132
108,data/mvtec_ad/capsule/test/scratch/019.png,scratch,1,0.7097910642623901
28,data/mvtec_ad/capsule/test/faulty_imprint/005.png,faulty_imprint,1,0.709440290927887
84,data/mvtec_ad/capsule/test/poke/016.png,poke,1,0.7087149024009705
124,data/mvtec_ad/capsule/test/squeeze/012.png,squeeze,1,0.7076193690299988
69,data/mvtec_ad/capsule/test/poke/001.png,poke,1,0.7020508646965027
70,data/mvtec_ad/capsule/test/poke/002.png,poke,1,0.7014325261116028
71,data/mvtec_ad/capsule/test/poke/003.png,poke,1,0.6993850469589233
20,data/mvtec_ad/capsule/test/crack/020.png,crack,1,0.6970292925834656
109,data/mvtec_ad/capsule/test/scratch/020.png,scratch,1,0.6775062680244446
83,data/mvtec_ad/capsule/test/poke/015.png,poke,1,0.6772089004516602
75,data/mvtec_ad/capsule/test/poke/007.png,poke,1,0.6702195405960083
44,data/mvtec_ad/capsule/test/faulty_imprint/021.png,faulty_imprint,1,0.6659030914306641
99,data/mvtec_ad/capsule/test/scratch/010.png,scratch,1,0.6645805239677429
80,data/mvtec_ad/capsule/test/poke/012.png,poke,1,0.6544850468635559
100,data/mvtec_ad/capsule/test/scratch/011.png,scratch,1,0.6543199419975281
114,data/mvtec_ad/capsule/test/squeeze/002.png,squeeze,1,0.6539539098739624
43,data/mvtec_ad/capsule/test/faulty_imprint/020.png,faulty_imprint,1,0.6525892019271851
36,data/mvtec_ad/capsule/test/faulty_imprint/013.png,faulty_imprint,1,0.6498821973800659
101,data/mvtec_ad/capsule/test/scratch/012.png,scratch,1,0.6477474570274353
33,data/mvtec_ad/capsule/test/faulty_imprint/010.png,faulty_imprint,1,0.6406452655792236
73,data/mvtec_ad/capsule/test/poke/005.png,poke,1,0.6388111114501953
85,data/mvtec_ad/capsule/test/poke/017.png,poke,1,0.6379860043525696
51,data/mvtec_ad/capsule/test/good/006.png,good,0,0.635549008846283
66,data/mvtec_ad/capsule/test/good/021.png,good,0,0.6318151950836182
77,data/mvtec_ad/capsule/test/poke/009.png,poke,1,0.627402126789093
64,data/mvtec_ad/capsule/test/good/019.png,good,0,0.6250675320625305
96,data/mvtec_ad/capsule/test/scratch/007.png,scratch,1,0.6220918893814087
34,data/mvtec_ad/capsule/test/faulty_imprint/011.png,faulty_imprint,1,0.6219674944877625
41,data/mvtec_ad/capsule/test/faulty_imprint/018.png,faulty_imprint,1,0.6184757947921753
95,data/mvtec_ad/capsule/test/scratch/006.png,scratch,1,0.6178125143051147
91,data/mvtec_ad/capsule/test/scratch/002.png,scratch,1,0.6167553663253784
0,data/mvtec_ad/capsule/test/crack/000.png,crack,1,0.6163994669914246
5,data/mvtec_ad/capsule/test/crack/005.png,crack,1,0.6153230667114258
26,data/mvtec_ad/capsule/test/faulty_imprint/003.png,faulty_imprint,1,0.6128847599029541
89,data/mvtec_ad/capsule/test/scratch/000.png,scratch,1,0.6108779907226562
30,data/mvtec_ad/capsule/test/faulty_imprint/007.png,faulty_imprint,1,0.6086905598640442
90,data/mvtec_ad/capsule/test/scratch/001.png,scratch,1,0.6085011959075928
88,data/mvtec_ad/capsule/test/poke/020.png,poke,1,0.6056603193283081
37,data/mvtec_ad/capsule/test/faulty_imprint/014.png,faulty_imprint,1,0.6052364706993103
93,data/mvtec_ad/capsule/test/scratch/004.png,scratch,1,0.603600025177002
31,data/mvtec_ad/capsule/test/faulty_imprint/008.png,faulty_imprint,1,0.6035028100013733
32,data/mvtec_ad/capsule/test/faulty_imprint/009.png,faulty_imprint,1,0.6006392240524292
72,data/mvtec_ad/capsule/test/poke/004.png,poke,1,0.6002064347267151
102,data/mvtec_ad/capsule/test/scratch/013.png,scratch,1,0.5968602895736694
21,data/mvtec_ad/capsule/test/crack/021.png,crack,1,0.5953951478004456
39,data/mvtec_ad/capsule/test/faulty_imprint/016.png,faulty_imprint,1,0.5840286016464233
38,data/mvtec_ad/capsule/test/faulty_imprint/015.png,faulty_imprint,1,0.582082986831665
22,data/mvtec_ad/capsule/test/crack/022.png,crack,1,0.579163134098053
74,data/mvtec_ad/capsule/test/poke/006.png,poke,1,0.5738855004310608
59,data/mvtec_ad/capsule/test/good/014.png,good,0,0.5720075368881226
23,data/mvtec_ad/capsule/test/faulty_imprint/000.png,faulty_imprint,1,0.5693715214729309
25,data/mvtec_ad/capsule/test/faulty_imprint/002.png,faulty_imprint,1,0.5691583752632141
8,data/mvtec_ad/capsule/test/crack/008.png,crack,1,0.5669131278991699
16,data/mvtec_ad/capsule/test/crack/016.png,crack,1,0.5646175146102905
87,data/mvtec_ad/capsule/test/poke/019.png,poke,1,0.5576522350311279
94,data/mvtec_ad/capsule/test/scratch/005.png,scratch,1,0.5571277141571045
56,data/mvtec_ad/capsule/test/good/011.png,good,0,0.5566924214363098
