epoch,train_loss,val_loss
1,0.14528994999308,0.14208802942073706
2,0.05583288000627635,0.08350804357817679
3,0.038178315017631345,0.05500703688823816
4,0.03271950014373835,0.047084144006172814
5,0.03012182376282738,0.031596692448312584
6,0.02967628384417391,0.02855749371828455
7,0.028015054094998593,0.03101783753796057
8,0.027528173534229476,0.02752271644545324
9,0.026389315694490857,0.028743950142101807
10,0.025087833035996255,0.02748087759722363
11,0.025235366444775763,0.027572891928932884
12,0.024356418881903995,0.03443688526749611
13,0.025016393562290757,0.024908363367571976
14,0.02305066158228061,0.023398719389330257
15,0.02350199570192054,0.024801738334424568
16,0.02532161866877487,0.025256462620966362
17,0.022090831841217642,0.021144901656291702
18,0.022238775071772663,0.025878349206212795
19,0.021093201838473585,0.02118896794590083
20,0.020694054085462488,0.02268987927924503
21,0.020677393939804264,0.020117467099970036
22,0.020623873700113857,0.02234003252603791
23,0.0210037022370865,0.020340289751237087
24,0.01947266393326183,0.020117693213802395
25,0.019133922818271233,0.02007731699356527
26,0.021530142203371794,0.023661483587189155
27,0.021480652409042903,0.02057458008780624
28,0.020507409979395052,0.0215365897412553
29,0.020802940037798753,0.021652121830618744
30,0.0194154325773053,0.020105975143837208
